gene	abs_delta_pool	instability_score	pooled_rank	instability_rank	rank_displacement	masked
RvY_00840-1	0.945373571889375	1.21507552557486	584	1262	-678	FALSE
RvY_12201-1	1.06836853325474	1.21506320153984	335	1263	-928	FALSE
RvY_11051-1	0.662468383863155	1.21400920700467	1784	1264	520	FALSE
RvY_01420-1	0.29968787583012	1.21391337991494	6726	1265	5461	FALSE
RvY_02779-1	0.364894230986306	1.21374653770992	5381	1266	4115	FALSE
RvY_15191-1	0.332402926998165	1.21374096673679	6024	1267	4757	FALSE
RvY_19658-1	0.0480399445338673	1.21366855034091	13654	1268	12386	TRUE
RvY_05373-1	0.117294294777318	1.21332283144793	11449	1269	10180	TRUE
RvY_15790-1	0.0265130274302834	1.21285650993519	14377	1270	13107	TRUE
RvY_15789-1	0.22159880098593	1.21249787453085	8575	1271	7304	FALSE
RvY_12713-1	0.12755183702466	1.21228949573435	11142	1272	9870	FALSE
RvY_00502-1	0.0612534178537079	1.21158407054609	13206	1273	11933	TRUE
RvY_12573-1	1.0106586274928	1.21120745559658	446	1274	-828	FALSE
RvY_08649-1	0.969355913973101	1.21092471636733	522	1275	-753	FALSE
RvY_18493	0.171525789875398	1.21052696837357	9894	1276	8618	FALSE
RvY_01540-1	0.0801920685543109	1.21019648459509	12584	1277	11307	TRUE
RvY_19349-1	0.461380631498912	1.2097408334479	3831	1278	2553	FALSE
RvY_01265	1.0031497155446	1.20968107461772	462	1279	-817	FALSE
RvY_16982-1	0.348289593680132	1.20893085003676	5704	1280	4424	FALSE
RvY_13735-1	0.412710476038821	1.20891836593296	4561	1281	3280	FALSE
RvY_05898	0.011969137444332	1.20849308970367	14832	1282	13550	TRUE
RvY_15004-1	0.0988861024580903	1.20846426297505	11992	1283	10709	TRUE
RvY_09789	0.469167817331742	1.20800848780226	3714	1284	2430	FALSE
RvY_19039	0.00574616839883113	1.20789737310006	15019	1285	13734	TRUE
RvY_04845-1	0.260037622750781	1.20785207364846	7666	1286	6380	FALSE
RvY_09886-1	0.12045905700344	1.20718737319386	11355	1287	10068	FALSE
RvY_00747-1	0.680217191289024	1.20690995901072	1672	1288	384	FALSE
RvY_05619-1	0.425585651201791	1.20675880595857	4377	1289	3088	FALSE
RvY_01043-1	0.0957684014471125	1.20653619604899	12083	1290	10793	TRUE
RvY_04935-1	0.185860681263969	1.20633179817121	9496	1291	8205	FALSE
RvY_14635-1	0.202235533811701	1.20621572539995	9046	1292	7754	FALSE
RvY_15526-1	0.315815450855049	1.20606113973221	6383	1293	5090	FALSE
RvY_04253-1	0.246630109520329	1.20603719960232	7941	1294	6647	FALSE
RvY_10497-1	0.0242259077319771	1.20583072720719	14444	1295	13149	TRUE
RvY_11938	0.678155613512594	1.20580926680002	1693	1296	397	FALSE
RvY_18180-1	0.091233978859826	1.20556549455049	12219	1297	10922	TRUE
RvY_18527-1	0.2896826494906	1.2054892421724	6972	1298	5674	FALSE
RvY_04118	0.572570789941097	1.20533878167601	2533	1299	1234	FALSE
RvY_01286-1	0.269342868068192	1.20533277913428	7437	1300	6137	FALSE
RvY_10010-1	0.0684658439809498	1.20463650270201	12982	1301	11681	TRUE
RvY_04039-1	0.180065043835167	1.20428755577579	9646	1302	8344	FALSE
RvY_15915-1	0.141739079555737	1.20403020739314	10710	1303	9407	FALSE
RvY_18745-1	0.72951506446174	1.20345544174597	1402	1304	98	FALSE
RvY_11939-1	0.0305010645201191	1.20341103905816	14228	1305	12923	TRUE
RvY_07395-1	0.358791787692042	1.20340092753841	5488	1306	4182	FALSE
RvY_16176-1	0.653444071148901	1.20331446376889	1848	1307	541	FALSE
RvY_00210-1	0.938257734177516	1.20292102697787	602	1308	-706	FALSE
RvY_04639-1	0.194650267801026	1.20275047319841	9266	1309	7957	FALSE
RvY_14118	0.765634748893557	1.20244757040586	1214	1310	-96	FALSE
RvY_12012-1	0.0211259250864355	1.20221942285322	14546	1311	13235	TRUE
RvY_09359-1	0.260049731942495	1.20205605617722	7664	1312	6352	FALSE
RvY_05312-1	0.284578448964242	1.20185906277681	7079	1313	5766	FALSE
RvY_09741-1	0.329875828342379	1.20179382449252	6082	1314	4768	FALSE
RvY_06984-1	0.961103674894628	1.20162670633985	543	1315	-772	FALSE
RvY_12569-1	0.195877434464066	1.20161568013973	9230	1316	7914	FALSE
RvY_05283	1.0839924549677	1.20152895527462	311	1317	-1006	FALSE
RvY_08220-1	1.28273481374318	1.2014413779094	139	1318	-1179	FALSE
RvY_12989	0.435405038175477	1.20131642322993	4216	1319	2897	FALSE
RvY_05334-1	0.296747422535144	1.20097260659051	6792	1320	5472	FALSE
RvY_18560-1	0.48975230139737	1.20092952471094	3449	1321	2128	FALSE
RvY_18379-1	0.163626008229906	1.20081043337327	10113	1322	8791	FALSE
RvY_16079-1	0.0722435195317743	1.20047326568551	12861	1323	11538	TRUE
RvY_19388-1	0.0909860182894766	1.20024578740976	12227	1324	10903	TRUE
RvY_02491-1	0.410415635806792	1.20008953186654	4597	1325	3272	FALSE
RvY_18103-1	0.0973824778611005	1.19985656083878	12036	1326	10710	TRUE
RvY_05103-1	0.141191195997838	1.19968128301286	10732	1327	9405	FALSE
RvY_13073-1	0.266756999120961	1.19935893694576	7499	1328	6171	FALSE
RvY_01629-1	0.675263715942707	1.19924406452915	1714	1329	385	FALSE
RvY_01184-1	0.302559998635759	1.19789780053617	6665	1330	5335	FALSE
RvY_06361-1	0.815851317902181	1.19749878261083	1017	1331	-314	FALSE
RvY_05118-1	0.425758792818743	1.19749785578	4370	1332	3038	FALSE
RvY_11644	0.477571139538608	1.19718332547009	3609	1333	2276	FALSE
RvY_06451-1	0.0906765190309358	1.19690705980674	12237	1334	10903	TRUE
RvY_07612-1	0.433331082970132	1.19667101976227	4248	1335	2913	FALSE
RvY_13788	0.102922264869773	1.19640476485604	11869	1336	10533	TRUE
RvY_07752-1	0.800937356255465	1.19597493894582	1075	1337	-262	FALSE
RvY_10550-1	0.38485618271422	1.19553981460784	5003	1338	3665	FALSE
RvY_08551-1	0.107319854769418	1.19543771106039	11733	1339	10394	TRUE
RvY_12207-1	0.372252007975669	1.19527489463581	5238	1340	3898	FALSE
RvY_03296-1	1.02412004671844	1.19524488133137	418	1341	-923	FALSE
RvY_18570-1	0.477734869126741	1.19446536203466	3604	1342	2262	FALSE
RvY_17295-1	0.476026104935318	1.19438406112984	3625	1343	2282	FALSE
RvY_07379	0.61033343373524	1.19416274149706	2194	1344	850	FALSE
RvY_10123-1	0.314377494634753	1.19401145750328	6406	1345	5061	FALSE
RvY_09339-1	0.0377362641636143	1.1937302511425	13979	1346	12633	TRUE
RvY_19642-1	0.056167967219352	1.1936778604081	13394	1347	12047	TRUE
RvY_02225	0.467863092185623	1.19326706217192	3732	1348	2384	FALSE
RvY_00965-1	0.10337258969214	1.19293628967535	11856	1349	10507	TRUE
RvY_17633-1	0.443393588992183	1.1928902074594	4093	1350	2743	FALSE
RvY_16654-1	0.293604372112732	1.19271960814238	6868	1351	5517	FALSE
RvY_03381-1	0.221434945105584	1.19231454781845	8579	1352	7227	FALSE
RvY_16921	0.12312018522909	1.19158711632533	11290	1353	9937	FALSE
RvY_18056-1	0.678804183425402	1.19134552375071	1686	1354	332	FALSE
RvY_11808-1	0.432723245135331	1.19071823584494	4255	1355	2900	FALSE
RvY_02169-1	0.448810167807172	1.19001883823042	4022	1356	2666	FALSE
RvY_13760-1	0.274587771624295	1.18982223833021	7317	1357	5960	FALSE
RvY_17568-1	1.021705306427	1.18979159372869	426	1358	-932	FALSE
RvY_11036-1	0.155789693686931	1.18977324769239	10308	1359	8949	FALSE
RvY_11129-1	0.492780657331184	1.1896450263833	3406	1360	2046	FALSE
RvY_17178	0.607903463047429	1.18934528670237	2218	1361	857	FALSE
RvY_08550-1	0.0790820289267717	1.18934482930655	12622	1362	11260	TRUE
RvY_18838-1	0.669409186872707	1.18926195594024	1743	1363	380	FALSE
RvY_09781-1	0.259138984371173	1.18826380701616	7688	1364	6324	FALSE
RvY_00865-1	0.212614184923904	1.18804934917251	8780	1365	7415	FALSE
RvY_07683-1	0.30767722289649	1.18804886103494	6549	1366	5183	FALSE
RvY_13313	0.145559659018821	1.18791778097022	10623	1367	9256	FALSE
RvY_01439-1	0.333487220792039	1.18716858683875	6003	1368	4635	FALSE
RvY_08936-1	0.00711763530957654	1.18702269140312	14984	1369	13615	TRUE
RvY_03372-1	0.0265779469352943	1.18652924370778	14373	1370	13003	TRUE
RvY_03833-1	0.0207508087139345	1.18643408664853	14560	1371	13189	TRUE
RvY_19182-1	0.0625311196675815	1.18635196458474	13175	1372	11803	TRUE
RvY_10714-1	0.102116216384122	1.18581255289808	11906	1373	10533	TRUE
RvY_13879-1	0.309719849660308	1.18579317983182	6501	1374	5127	FALSE
RvY_12528-1	0.206182585634446	1.18558974444913	8936	1375	7561	FALSE
RvY_17379-1	0.406604396549265	1.18530156365922	4663	1376	3287	FALSE
RvY_14212-1	0.328925999828736	1.18517480419537	6103	1377	4726	FALSE
RvY_03850	0.744428827474012	1.18465029665683	1320	1378	-58	FALSE
RvY_01032-1	0.795848721586822	1.18407390978911	1100	1379	-279	FALSE
RvY_03601-1	0.161161600897174	1.18382224057556	10175	1380	8795	FALSE
RvY_03397-1	0.0895626409127042	1.18376513437625	12274	1381	10893	TRUE
RvY_17312-1	0.33637800408136	1.18347579173199	5948	1382	4566	FALSE
RvY_13711-1	0.0541012694553151	1.18325137333572	13462	1383	12079	TRUE
RvY_08789-1	0.662895043055621	1.18324405655643	1779	1384	395	FALSE
RvY_11131-1	0.409728030261922	1.18174930735024	4614	1385	3229	FALSE
RvY_11896	0.385366751362978	1.18162600465185	4994	1386	3608	FALSE
RvY_07016-1	0.324058167253185	1.1815235275654	6197	1387	4810	FALSE
RvY_03984-1	0.405063279027752	1.1807272481246	4692	1388	3304	FALSE
RvY_08791-1	0.905810741369281	1.18024794687421	679	1389	-710	FALSE
RvY_00561	0.939380085482391	1.17994440853382	597	1390	-793	FALSE
RvY_15979-1	0.634858677489936	1.17981469318703	1997	1391	606	FALSE
RvY_15592	0.145850221019916	1.17963968923418	10612	1392	9220	FALSE
RvY_10376-1	0.448228147522734	1.17936720592798	4033	1393	2640	FALSE
RvY_05835-1	0.0835640388696621	1.17899050294048	12483	1394	11089	TRUE
RvY_15312-1	0.00756691186576664	1.17870700915158	14970	1395	13575	TRUE
RvY_16235	1.73411755058027	1.17866596758381	20	1396	-1376	FALSE
RvY_08666-1	0.161089950513496	1.17845310273315	10177	1397	8780	FALSE
RvY_05744	0.430162462425215	1.17839216627513	4306	1398	2908	FALSE
RvY_16660-1	0.686347757741462	1.17831036036403	1639	1399	240	FALSE
RvY_01649-1	0.197048402670491	1.17822940381583	9198	1400	7798	FALSE
RvY_05699-1	0.341844195251623	1.17804700183693	5826	1401	4425	FALSE
RvY_17757	0.493955874394608	1.17779354263674	3388	1402	1986	FALSE
RvY_16051-1	0.374547859096662	1.17747381040964	5195	1403	3792	FALSE
RvY_15504-1	0.266242146139216	1.17732136671881	7510	1404	6106	FALSE
RvY_18403-1	0.783945920037128	1.17641087253811	1150	1405	-255	FALSE
RvY_13587	0.892805308056418	1.1763398862749	730	1406	-676	FALSE
RvY_07144-1	0.215423069646659	1.17557587879292	8721	1407	7314	FALSE
RvY_09600-1	0.000509689379207146	1.17503071110892	15163	1408	13755	TRUE
RvY_18044-1	0.434829419804959	1.17498447175363	4224	1409	2815	FALSE
RvY_19395-1	0.652567676324917	1.17491881410634	1853	1410	443	FALSE
RvY_03881	0.142495565789424	1.17478063491809	10695	1411	9284	FALSE
RvY_14508-1	0.622172337755114	1.17458681756883	2094	1412	682	FALSE
RvY_14903-1	0.520030684216472	1.17323026540943	3076	1413	1663	FALSE
RvY_17826-1	0.0191931111669437	1.17286124379301	14602	1414	13188	TRUE
RvY_07701-1	0.38349759804858	1.17277543799359	5037	1415	3622	FALSE
RvY_15226-1	0.00621725561520847	1.17264321991731	15009	1416	13593	TRUE
RvY_00455-1	0.055456987130901	1.1726380267352	13421	1417	12004	TRUE
RvY_07794-1	0.255400522997669	1.17250882967263	7764	1418	6346	FALSE
RvY_15664	0.00295189423940112	1.17233926332413	15097	1419	13678	TRUE
RvY_05011-1	0.718383948801813	1.17183069109311	1457	1420	37	FALSE
RvY_02192	0.311153676219984	1.17171867165385	6464	1421	5043	FALSE
RvY_16263-1	0.92351784906144	1.17156749626532	633	1422	-789	FALSE
RvY_00130-1	0.238595918831487	1.1713760563809	8132	1423	6709	FALSE
RvY_16661-1	0.496713035511096	1.17120567624029	3354	1424	1930	FALSE
RvY_19094-1	0.850685988963738	1.17089695941733	853	1425	-572	FALSE
RvY_01765-1	0.201408677339791	1.17072396661903	9072	1426	7646	FALSE
RvY_05369-1	0.193877085921706	1.17071082291492	9278	1427	7851	FALSE
RvY_12578-1	0.158021723956465	1.17031587028532	10252	1428	8824	FALSE
RvY_05680-1	0.0770819190889949	1.16999402093651	12690	1429	11261	TRUE
RvY_14340	0.153289788159826	1.16933378735802	10384	1430	8954	FALSE
RvY_05860-1	0.153325689853062	1.16897752707296	10383	1431	8952	FALSE
RvY_17873-1	0.521714625153726	1.16874154820915	3054	1432	1622	FALSE
RvY_04708-1	0.295736351493443	1.16849684962864	6820	1433	5387	FALSE
RvY_16552-1	0.13341402740871	1.16840974043977	10964	1434	9530	FALSE
RvY_00463-1	0.950199994401816	1.16796873721655	566	1435	-869	FALSE
RvY_09497-1	0.296415764332616	1.16786238303324	6800	1436	5364	FALSE
RvY_19291-1	0.588375676700159	1.16781221909191	2392	1437	955	FALSE
RvY_00387-1	0.260916010130545	1.16771667712228	7646	1438	6208	FALSE
RvY_12712-1	0.0651980481151835	1.1677128722092	13102	1439	11663	TRUE
RvY_12632	1.17815193237792	1.16731497467455	211	1440	-1229	FALSE
RvY_17696-1	0.311055358177202	1.16724418370999	6469	1441	5028	FALSE
RvY_02699	0.0572907278490789	1.16724329288915	13349	1442	11907	TRUE
RvY_00933-1	0.529622795556393	1.16721101318603	2980	1443	1537	FALSE
RvY_07128	0.28445399414379	1.16697754671757	7081	1444	5637	FALSE
RvY_18797	0.145972755248573	1.16659836779666	10605	1445	9160	FALSE
RvY_07636-1	0.553348770969508	1.16652916269053	2715	1446	1269	FALSE
RvY_17459-1	0.0700704314951599	1.16615466879814	12932	1447	11485	TRUE
RvY_18462-1	2.75228516369931	1.16470168578182	1	1448	-1447	FALSE
RvY_17185-1	0.152309632233947	1.16445730145546	10415	1449	8966	FALSE
RvY_15385-1	0.728182594848145	1.1640606646747	1408	1450	-42	FALSE
RvY_01571-1	0.301078692851767	1.16396939493143	6696	1451	5245	FALSE
RvY_09484-1	0.733449876827666	1.16383833639464	1387	1452	-65	FALSE
RvY_07372	0.581805645139935	1.16363948214104	2451	1453	998	FALSE
RvY_18491	0.633023779915906	1.16358347900909	2020	1454	566	FALSE
RvY_02405-1	0.823458798818923	1.16329898522233	986	1455	-469	FALSE
RvY_12832-1	0.405262425228058	1.16238318328499	4690	1456	3234	FALSE
RvY_02501-1	0.530926944158503	1.16227082708157	2964	1457	1507	FALSE
RvY_06863-1	0.216078189064986	1.16189993454716	8704	1458	7246	FALSE
RvY_04873-1	0.386801503835411	1.16057876387349	4974	1459	3515	FALSE
RvY_05781-1	0.339091924455637	1.16054984142616	5886	1460	4426	FALSE
RvY_05055-1	0.641509928555852	1.16037522696164	1947	1461	486	FALSE
RvY_02258-1	0.505916881226206	1.16034750783022	3243	1462	1781	FALSE
RvY_13778-1	0.128618896114153	1.1600500956388	11116	1463	9653	FALSE
RvY_03876	0.00773479415948586	1.15997939296574	14966	1464	13502	TRUE
RvY_05997-1	0.303792830345771	1.15997586035078	6632	1465	5167	FALSE
RvY_14664-1	0.143524003762368	1.15997286002313	10670	1466	9204	FALSE
RvY_17397-1	0.156840637102277	1.15990903901782	10281	1467	8814	FALSE
RvY_06870	0.168106989324104	1.15968208339068	10005	1468	8537	FALSE
RvY_07511-1	0.236973061319885	1.15869093597458	8183	1469	6714	FALSE
RvY_06543-1	0.922739727026188	1.15849310549827	636	1470	-834	FALSE
RvY_14951-1	0.803364468491664	1.1584845063775	1061	1471	-410	FALSE
RvY_13566-1	0.26459252209135	1.15838383668231	7546	1472	6074	FALSE
RvY_16450-1	0.796551776349901	1.15825773567227	1094	1473	-379	FALSE
RvY_14289-1	0.106698524318599	1.15816311535858	11746	1474	10272	TRUE
RvY_05684-1	0.501609823999253	1.15814035752702	3285	1475	1810	FALSE
RvY_15865-1	0.737126889749104	1.15811664475522	1363	1476	-113	FALSE
RvY_03315-1	0.587811841367465	1.15773399208937	2398	1477	921	FALSE
RvY_10137-1	0.451054254843729	1.15710427395889	3982	1478	2504	FALSE
RvY_08449	0.131638637202743	1.15639166031682	11012	1479	9533	FALSE
RvY_15559	0.321539090932957	1.15626702727942	6254	1480	4774	FALSE
RvY_10141-1	0.146526630411909	1.15620510421019	10593	1481	9112	FALSE
RvY_19228-1	0.986844974741525	1.15611810681718	487	1482	-995	FALSE
RvY_05504-1	0.195306964722532	1.15603065301632	9251	1483	7768	FALSE
RvY_13487-1	0.160898944402653	1.15474620337068	10187	1484	8703	FALSE
RvY_08164-1	0.705560288274205	1.15377723384465	1519	1485	34	FALSE
RvY_18879-1	0.459196769865811	1.15296627445516	3867	1486	2381	FALSE
RvY_09155-1	0.151843886373695	1.15265077678674	10433	1487	8946	FALSE
RvY_11676-1	0.056585209718734	1.15252162911746	13379	1488	11891	TRUE
RvY_03858-1	0.222057153039923	1.15237034094776	8562	1489	7073	FALSE
RvY_19195-1	0.954945964662912	1.15232327257784	555	1490	-935	FALSE
RvY_13192	0.169897863665327	1.15213812409246	9942	1491	8451	FALSE
RvY_14497	0.224233982328759	1.15194467014699	8487	1492	6995	FALSE
RvY_19125-1	0.136570800180276	1.15128627320553	10869	1493	9376	FALSE
RvY_17811-1	0.0872034983442074	1.15124693201786	12347	1494	10853	TRUE
RvY_00174-1	0.436375753263564	1.1511621577637	4201	1495	2706	FALSE
RvY_09793-1	0.207436699603339	1.15113345600913	8914	1496	7418	FALSE
RvY_05158-1	0.5135442733623	1.15096709306409	3146	1497	1649	FALSE
RvY_06382-1	0.186760548184186	1.15071943776844	9466	1498	7968	FALSE
RvY_00919	0.258318873028322	1.15034356762434	7702	1499	6203	FALSE
RvY_11648-1	0.171699661152992	1.15002100568273	9886	1500	8386	FALSE
RvY_18801-1	0.225323962658781	1.14949102256529	8468	1501	6967	FALSE
RvY_02135-1	0.173445853930839	1.14937103758325	9835	1502	8333	FALSE
RvY_16171-1	0.541307421828298	1.1493558023985	2834	1503	1331	FALSE
RvY_09256	0.38290103546166	1.14909396449892	5048	1504	3544	FALSE
RvY_00121-1	0.213515910523672	1.14908895803324	8758	1505	7253	FALSE
RvY_07968-1	0.614063459392458	1.14893850465379	2153	1506	647	FALSE
RvY_15772	0.0814323996729982	1.14847617242451	12556	1507	11049	TRUE
RvY_02795-1	0.366996983517328	1.14841802809327	5337	1508	3829	FALSE
RvY_06586-1	0.538633205148526	1.14819564456108	2876	1509	1367	FALSE
RvY_08119-1	0.242507928964256	1.14792175075669	8039	1510	6529	FALSE
RvY_01198-1	0.377570052275404	1.14755629752244	5148	1511	3637	FALSE
RvY_12246-1	0.247307544975959	1.14727353331207	7926	1512	6414	FALSE
RvY_03523-1	0.0546183650043339	1.14725085126521	13444	1513	11931	TRUE
RvY_17882-1	0.587310805802792	1.1471974331845	2403	1514	889	FALSE
RvY_10531	0.875768166770794	1.1471937157394	777	1515	-738	FALSE
RvY_07846-1	0.0686727229596311	1.14713532592568	12977	1516	11461	TRUE
RvY_14091-1	0.0532191120437773	1.14696969311378	13487	1517	11970	TRUE
RvY_03745-1	0.966022835386372	1.14687408968252	528	1518	-990	FALSE
RvY_11306-1	0.247244542171842	1.1467562122495	7928	1519	6409	FALSE
RvY_16461-1	0.0797219020391813	1.14631039615414	12606	1520	11086	FALSE
RvY_17960-1	0.782271712386914	1.14599108027954	1154	1521	-367	FALSE
RvY_18536-1	0.596475744653415	1.14592072429324	2318	1522	796	FALSE
RvY_13080-1	0.107943568514299	1.14589078489106	11713	1523	10190	FALSE
RvY_08054-1	0.753112591676326	1.1456659183564	1285	1524	-239	FALSE
RvY_11929-1	0.601472843009731	1.1454048580609	2264	1525	739	FALSE
RvY_19296	1.02553378641422	1.14498275814759	414	1526	-1112	FALSE
RvY_09459-1	0.118420375768158	1.14420137254412	11411	1527	9884	FALSE
RvY_15042-1	0.0356358602446001	1.14365699561893	14050	1528	12522	FALSE
RvY_08632-1	0.246126221237518	1.14362957604494	7952	1529	6423	FALSE
RvY_04559-1	0.179964025228704	1.14358937820205	9650	1530	8120	FALSE
RvY_06545-1	0.500083490244973	1.14355871094192	3310	1531	1779	FALSE
RvY_00929-1	0.44138395478366	1.14355251034413	4123	1532	2591	FALSE
RvY_04420-1	0.848176634475314	1.14352798869205	863	1533	-670	FALSE
RvY_19500-1	0.00623847580244075	1.14309726032112	15008	1534	13474	FALSE
RvY_14556-1	0.0661666697845007	1.14288648162561	13061	1535	11526	FALSE
RvY_16472-1	0.45646526828684	1.14226302707062	3909	1536	2373	FALSE
RvY_15419-1	0.594671983390819	1.14209645960544	2333	1537	796	FALSE
RvY_08796-1	0.124761291187884	1.14207843377247	11233	1538	9695	FALSE
RvY_03350-1	0.325646803928087	1.14170561635391	6166	1539	4627	FALSE
RvY_16320-1	0.155139714656221	1.14140859724515	10328	1540	8788	FALSE
RvY_15760-1	0.629011228071737	1.14131786265265	2044	1541	503	FALSE
RvY_14125	0.0991937264237528	1.14116823933161	11989	1542	10447	FALSE
RvY_10576-1	0.485418225302208	1.14104123697284	3513	1543	1970	FALSE
RvY_04055-1	0.326087207560409	1.14085347025215	6154	1544	4610	FALSE
RvY_19459-1	0.0659939432522867	1.14052400781946	13069	1545	11524	FALSE
RvY_17734-1	0.411409743101124	1.14030165949153	4580	1546	3034	FALSE
RvY_06410-1	0.444655820138118	1.14005302170731	4079	1547	2532	FALSE
RvY_03027-1	0.302598062329938	1.14000102539001	6662	1548	5114	FALSE
RvY_17177-1	0.0632835212506313	1.13926732114706	13150	1549	11601	FALSE
RvY_11028-1	0.146851743879493	1.13922599382273	10580	1550	9030	FALSE
RvY_13655-1	0.271238282737761	1.13912466010785	7392	1551	5841	FALSE
RvY_01337	0.305770417731504	1.13904836215717	6593	1552	5041	FALSE
RvY_03596-1	0.179078704211635	1.1388905599759	9679	1553	8126	FALSE
RvY_01117-1	0.670714407522748	1.13876965866198	1738	1554	184	FALSE
RvY_16579-2	0.0537524661278912	1.13814775642541	13472	1555	11917	FALSE
RvY_04443-1	0.198745562155898	1.13742156075268	9150	1556	7594	FALSE
RvY_18720-1	0.683133966686524	1.13720481145851	1660	1557	103	FALSE
RvY_09289-1	0.0278587235433569	1.1370510609553	14329	1558	12771	FALSE
RvY_11332-1	0.671636893166497	1.13666186858047	1730	1559	171	FALSE
RvY_02363	0.37819807919585	1.1365053891485	5139	1560	3579	FALSE
RvY_03919-1	0.639593635550821	1.13596672450246	1961	1561	400	FALSE
RvY_10356	0.250129023504854	1.1359263630684	7875	1562	6313	FALSE
RvY_07453-1	0.423351064983731	1.13567770098114	4420	1563	2857	FALSE
RvY_07260-1	0.417059750419624	1.13549995073535	4499	1564	2935	FALSE
RvY_00882	0.0757204992697211	1.13452940088284	12734	1565	11169	FALSE
nad6	0.667348906423003	1.13429349015457	1755	1566	189	FALSE
RvY_03046-1	1.05545217196543	1.13395175832208	354	1567	-1213	FALSE
RvY_14618	0.173671999978911	1.13389539304746	9828	1568	8260	FALSE
RvY_00745-1	1.01889345082454	1.13387750407977	433	1569	-1136	FALSE
RvY_16638-1	0.53880228710843	1.13378714975382	2872	1570	1302	FALSE
cob	0.647187261830307	1.13372459457962	1899	1571	328	FALSE
RvY_02468-1	0.814782414159715	1.13365152611097	1021	1572	-551	FALSE
RvY_15244-1	0.0808934623410291	1.13349874374438	12570	1573	10997	FALSE
RvY_19348-1	0.455979308920293	1.13311316428549	3917	1574	2343	FALSE
RvY_04512	0.536555109934968	1.13311157969052	2900	1575	1325	FALSE
RvY_12195	0.00487670971963095	1.13281998858062	15050	1576	13474	FALSE
RvY_10514-1	0.0862341228861681	1.13271773696028	12375	1577	10798	FALSE
RvY_18086-1	0.147201016219858	1.13262909672683	10570	1578	8992	FALSE
RvY_03879-1	0.887848265633686	1.13248764258313	748	1579	-831	FALSE
RvY_11157-1	0.188673125687124	1.13235963897411	9406	1580	7826	FALSE
RvY_18203-1	0.884970071962705	1.13198592046741	755	1581	-826	FALSE
RvY_09094-1	0.0530426718875123	1.13087226791843	13490	1582	11908	FALSE
RvY_14907	0.645538325736299	1.13087138539429	1918	1583	335	FALSE
RvY_17537-1	0.0362360389834944	1.13062371106734	14035	1584	12451	FALSE
RvY_13989-1	0.416947643497137	1.13062203709138	4502	1585	2917	FALSE
RvY_04524-1	1.10746368337766	1.1304072170966	283	1586	-1303	FALSE
RvY_13949-1	0.180525566196019	1.12950792876933	9630	1587	8043	FALSE
RvY_15683-1	0.545714716488095	1.12846353274806	2790	1588	1202	FALSE
RvY_03922-1	0.950152843424156	1.12830838052153	567	1589	-1022	FALSE
RvY_07955-1	0.14509214018107	1.12806803103448	10632	1590	9042	FALSE
RvY_09871	0.249088137880337	1.12804941344947	7892	1591	6301	FALSE
RvY_05703	0.254113315963459	1.12804098585567	7788	1592	6196	FALSE
RvY_11827	0.106305202109096	1.12791039522674	11762	1593	10169	FALSE
RvY_02955-1	0.201891512026046	1.12783808644682	9054	1594	7460	FALSE
RvY_10731-1	0.682678237048069	1.12739932175389	1663	1595	68	FALSE
RvY_11352-1	1.23801369995291	1.12726287372655	169	1596	-1427	FALSE
RvY_12681-1	0.192974859291601	1.12692119124866	9301	1597	7704	FALSE
RvY_15491-1	0.677851746787927	1.12676480553978	1698	1598	100	FALSE
RvY_12379	0.223273540899736	1.12636226367882	8516	1599	6917	FALSE
RvY_05002-1	0.54930574048356	1.12611526829011	2756	1600	1156	FALSE
RvY_05441-1	0.173298526385662	1.12602925376065	9843	1601	8242	FALSE
RvY_15967-1	0.0662549583473577	1.12594086133102	13055	1602	11453	FALSE
RvY_18784	0.520806285368275	1.1258281193454	3067	1603	1464	FALSE
RvY_04066-1	0.159193546786864	1.12571631443535	10226	1604	8622	FALSE
RvY_13658-1	0.401849779735347	1.12552151136108	4743	1605	3138	FALSE
RvY_08880-1	0.802579793121787	1.12403326892634	1065	1606	-541	FALSE
RvY_12221-1	0.0526010146666422	1.12369695637453	13506	1607	11899	FALSE
RvY_10713-1	0.340881286838703	1.12341572745872	5846	1608	4238	FALSE
RvY_04464-1	0.368881829997572	1.12336112032711	5299	1609	3690	FALSE
RvY_02945-1	0.00972886160651765	1.12310505079481	14899	1610	13289	FALSE
RvY_13001-1	0.197003295051078	1.1220829248225	9201	1611	7590	FALSE
RvY_15267	0.363038348102735	1.12200590743646	5419	1612	3807	FALSE
RvY_14343-1	0.285859861069298	1.12181472953168	7050	1613	5437	FALSE
RvY_19038	0.170918281642133	1.12171505956505	9914	1614	8300	FALSE
RvY_01049-1	0.385574436709206	1.12157350193918	4988	1615	3373	FALSE
RvY_05771-1	0.00986412251972801	1.12025337813395	14894	1616	13278	FALSE
RvY_02141-1	0.479691945041289	1.11995445667648	3582	1617	1965	FALSE
RvY_06718-1	0.704747051180455	1.11978186390245	1525	1618	-93	FALSE
RvY_11038-1	1.42620509190463	1.11950957396571	72	1619	-1547	FALSE
RvY_12316-1	0.955658433759758	1.11948986641175	553	1620	-1067	FALSE
RvY_10162-1	0.492864317254034	1.11939285856544	3403	1621	1782	FALSE
RvY_19006	0.214004585887695	1.11923091893671	8749	1622	7127	FALSE
