gene	abs_delta_pool	instability_score	pooled_rank	instability_rank	rank_displacement	masked
RvY_06314-1	0.00963425642630611	0.52510705854193	14905	6278	8627	FALSE
RvY_15392-1	0.504666478744962	0.525105336290825	3253	6279	-3026	FALSE
RvY_16828-1	0.924255982785464	0.525047043705823	631	6280	-5649	FALSE
RvY_10155-1	0.484033833020364	0.525046801479042	3528	6281	-2753	FALSE
RvY_05485-1	0.520821288504558	0.524994824728712	3066	6282	-3216	FALSE
RvY_18072	0.404807660496008	0.524948006879778	4697	6283	-1586	FALSE
RvY_19260-1	0.495615184892296	0.524855571612688	3371	6284	-2913	FALSE
RvY_14782-1	0.352602594974378	0.524836205662569	5608	6285	-677	FALSE
RvY_12868-1	0.38328246716684	0.524829107862536	5042	6286	-1244	FALSE
RvY_07869	0.355603056587277	0.524755489224096	5544	6287	-743	FALSE
RvY_04879-1	0.0713204797748359	0.524744171706319	12886	6288	6598	FALSE
RvY_06158	0.0395748052146878	0.524669040327309	13917	6289	7628	FALSE
RvY_09769-1	0.312042176726449	0.524647810716503	6445	6290	155	FALSE
RvY_11599-1	0.906296084036449	0.524435049573251	676	6291	-5615	FALSE
RvY_11235-1	0.112429648956143	0.524400922095243	11586	6292	5294	FALSE
RvY_07990-1	0.0107397481448341	0.524341160898718	14867	6293	8574	FALSE
RvY_19389-1	0.0354725240095224	0.524294975838383	14057	6294	7763	FALSE
RvY_14620-1	0.237798541226183	0.52424884548591	8162	6295	1867	FALSE
RvY_12315	0.309724953939561	0.524244872127995	6500	6296	204	FALSE
RvY_06507	0.0563059114745705	0.5242012229495	13390	6297	7093	FALSE
RvY_08502-1	0.301079904146726	0.524046945793581	6695	6298	397	FALSE
RvY_08711	0.217442846837912	0.524037611719639	8665	6299	2366	FALSE
RvY_11025-1	0.208911325700741	0.523992547205004	8888	6300	2588	FALSE
RvY_09784-1	0.520001234181759	0.523929305042744	3077	6301	-3224	FALSE
RvY_01017-1	0.0965536266326019	0.523760094681702	12058	6302	5756	FALSE
RvY_14286-1	0.613409973498519	0.523528521583486	2159	6303	-4144	FALSE
RvY_15666-1	0.342866632029008	0.523242288178587	5812	6304	-492	FALSE
RvY_07078-1	0.523186963613393	0.523114517026728	3034	6305	-3271	FALSE
RvY_00446-1	0.294746339612464	0.522984091865619	6840	6306	534	FALSE
RvY_06653-1	0.34827113766757	0.52283356079547	5705	6307	-602	FALSE
RvY_15939-1	0.128532120077923	0.52281312451065	11119	6308	4811	FALSE
RvY_10288-1	0.617689614237369	0.522523619162952	2125	6309	-4184	FALSE
RvY_02248-1	0.530047520375124	0.522503825505711	2972	6310	-3338	FALSE
RvY_01110-1	0.263983366771363	0.522374089480102	7564	6311	1253	FALSE
RvY_13932	0.777862356067636	0.522254275006084	1167	6312	-5145	FALSE
RvY_19218-1	0.714604330108328	0.522171732103858	1474	6313	-4839	FALSE
RvY_17764-1	0.0825592357362126	0.522010875364467	12506	6314	6192	FALSE
RvY_13518	0.512810812222435	0.522008755217616	3154	6315	-3161	FALSE
RvY_07722-1	0.419988483911112	0.521905604818497	4456	6316	-1860	FALSE
RvY_13596-1	0.502617882587655	0.521827411148536	3274	6317	-3043	FALSE
RvY_06953-1	0.512466587097523	0.521721154668896	3159	6318	-3159	FALSE
RvY_10814-1	0.232531952612323	0.521662171574101	8289	6319	1970	FALSE
RvY_00769-1	0.0339318049445811	0.521559315249859	14111	6320	7791	FALSE
RvY_08961-1	0.321110799416138	0.521535517190611	6267	6321	-54	FALSE
RvY_13771-1	0.404554853933332	0.521471346604338	4701	6322	-1621	FALSE
RvY_06562-1	0.330597659635684	0.521410215531076	6070	6323	-253	FALSE
RvY_06659-1	0.127294071100558	0.521381342553463	11152	6324	4828	FALSE
RvY_08600-1	0.364842614843578	0.521352829619023	5382	6325	-943	FALSE
RvY_05605-1	0.214827134966306	0.521327561806518	8737	6326	2411	FALSE
RvY_10025	0.472267229195266	0.521306334488489	3671	6327	-2656	FALSE
RvY_07935-1	0.0860419131156398	0.521266372534944	12377	6328	6049	FALSE
RvY_02593-1	0.51497088123243	0.521190919710911	3125	6329	-3204	FALSE
RvY_00198	1.12722075974291	0.521182832821347	264	6330	-6066	FALSE
RvY_05009	0.296317501358607	0.52110278903744	6805	6331	474	FALSE
RvY_10956-1	0.227333096416499	0.521016863495362	8427	6332	2095	FALSE
RvY_07140-1	0.27954464893244	0.520988651312745	7182	6333	849	FALSE
RvY_09219-1	0.15917089224935	0.520966999211638	10228	6334	3894	FALSE
RvY_06872-1	0.000990682300768597	0.520827906431308	15147	6335	8812	FALSE
RvY_08226-1	0.182476698815449	0.520725560948656	9574	6336	3238	FALSE
RvY_01347	0.373781449028028	0.520639380102702	5209	6337	-1128	FALSE
RvY_04475-1	0.197317225592121	0.520463545768654	9191	6338	2853	FALSE
RvY_16880-1	0.354404667168595	0.520379498418081	5568	6339	-771	FALSE
RvY_04297-1	0.0631008263801611	0.52030597123765	13154	6340	6814	FALSE
RvY_15462-1	0.52466685599428	0.520196641565528	3021	6341	-3320	FALSE
RvY_08795-1	0.142173236284687	0.520181805799115	10702	6342	4360	FALSE
RvY_15719-1	0.0131725656267498	0.520153460759075	14796	6343	8453	FALSE
RvY_07976-1	0.661492684659832	0.520129760845434	1795	6344	-4549	FALSE
RvY_00612-1	0.370645406631378	0.520042419032406	5269	6345	-1076	FALSE
RvY_09238-1	0.0129720812330376	0.520034034296639	14801	6346	8455	FALSE
RvY_09984	0.60055198224895	0.519992785078629	2278	6347	-4069	FALSE
RvY_10793-1	0.0936714234864153	0.519966708043942	12141	6348	5793	FALSE
RvY_12846-1	0.200239887411094	0.519601730118671	9104	6349	2755	FALSE
RvY_03780-1	0.850601341333208	0.519563617222802	855	6350	-5495	FALSE
RvY_16733-1	0.320947618871788	0.519489776033817	6271	6351	-80	FALSE
RvY_05072-1	0.0263035652338353	0.519420837316343	14385	6352	8033	FALSE
RvY_08160-1	0.0814789741912518	0.519264679603534	12553	6353	6200	FALSE
RvY_17927-1	0.558079949690074	0.519244590645618	2665	6354	-3689	FALSE
RvY_12621-1	0.0111163421793492	0.519159805828238	14853	6355	8498	FALSE
RvY_15400-1	0.0890948600602677	0.51910489341591	12288	6356	5932	FALSE
RvY_07788-1	0.500883865437849	0.519096574977581	3298	6357	-3059	FALSE
RvY_13068-1	0.342039138199661	0.518959654834194	5823	6358	-535	FALSE
RvY_18350-1	0.224406787684245	0.518931454234563	8483	6359	2124	FALSE
RvY_03995-1	0.0224912553580872	0.518738064658976	14504	6360	8144	FALSE
RvY_02457-1	1.02526960940268	0.518735174395605	416	6361	-5945	FALSE
RvY_05129-1	0.203475969432482	0.518673089575075	9018	6362	2656	FALSE
RvY_00457-1	0.442868484545807	0.518653742088952	4104	6363	-2259	FALSE
RvY_02675-1	0.00642248591387151	0.518493459761674	15002	6364	8638	FALSE
RvY_08068-1	0.211895622672913	0.518458535211487	8797	6365	2432	FALSE
RvY_12821-1	0.786779314297909	0.518414389183672	1133	6366	-5233	FALSE
RvY_04959-1	0.157042901810772	0.518280219129963	10276	6367	3909	FALSE
RvY_07566	0.952408858530422	0.518271361109264	560	6368	-5808	FALSE
RvY_13681-1	0.0875109428259195	0.518170278158711	12340	6369	5971	FALSE
RvY_13984-1	0.596790515839764	0.518096437095209	2311	6370	-4059	FALSE
RvY_09360-1	0.354651505761588	0.517938940367459	5560	6371	-811	FALSE
RvY_08322-1	0.215702452684706	0.517914735168799	8712	6372	2340	FALSE
RvY_01436	0.521455592093484	0.517609885685163	3059	6373	-3314	FALSE
RvY_07314-1	0.234688838757171	0.517608367311175	8236	6374	1862	FALSE
RvY_15513-1	0.325876882943503	0.517504714445501	6161	6375	-214	FALSE
RvY_02471-1	1.17298847865791	0.517483882717609	216	6376	-6160	FALSE
RvY_05165-1	0.0918607514984231	0.517414929931532	12193	6377	5816	FALSE
RvY_01666-1	0.313710491422004	0.517269023000404	6418	6378	40	FALSE
RvY_12765-1	0.0738688697421708	0.517229938209622	12803	6379	6424	FALSE
RvY_17890-1	0.369351710639267	0.517213210664383	5292	6380	-1088	FALSE
RvY_12368-1	0.581744302187009	0.517204813902005	2452	6381	-3929	FALSE
RvY_04161-1	0.201820377393155	0.517179622994207	9057	6382	2675	FALSE
RvY_16178-1	0.295913038560937	0.516980604451944	6815	6383	432	FALSE
RvY_15964	0.593683134293303	0.516963722431315	2340	6384	-4044	FALSE
RvY_00491-1	0.300382615860108	0.516913618466051	6712	6385	327	FALSE
RvY_14778-1	0.483159238976799	0.516790098300714	3542	6386	-2844	FALSE
RvY_05708-1	0.204162073247758	0.516666113860556	8998	6387	2611	FALSE
RvY_18811-1	0.0904475463235794	0.516606326484232	12244	6388	5856	FALSE
RvY_14873-1	0.147712918051642	0.516557884446582	10555	6389	4166	FALSE
RvY_04737-1	0.210861867767743	0.516543774332611	8837	6390	2447	FALSE
RvY_06007-1	0.187956303310319	0.516517285873303	9422	6391	3031	FALSE
RvY_13847-1	0.0744848574201953	0.516155269519571	12778	6392	6386	FALSE
RvY_04521	0.108218148381708	0.516138138137843	11699	6393	5306	FALSE
RvY_03608-1	0.129913776096939	0.516044647539428	11071	6394	4677	FALSE
RvY_11441-1	0.490989598412194	0.51596821934938	3428	6395	-2967	FALSE
RvY_19054	0.100664862511256	0.515804349225072	11951	6396	5555	FALSE
RvY_16414-1	0.119815313793701	0.515802897103913	11379	6397	4982	FALSE
RvY_17805-1	0.0144398969905346	0.515708230574125	14752	6398	8354	FALSE
RvY_07563	0.328054384058367	0.515670992182818	6120	6399	-279	FALSE
RvY_08182	0.0766570429459819	0.515666556491694	12705	6400	6305	FALSE
RvY_13828-1	0.0587773274598913	0.515604325838249	13295	6401	6894	FALSE
RvY_02142-1	0.24607160581533	0.515585136997348	7953	6402	1551	FALSE
RvY_05537-1	0.198582865818317	0.515471694668683	9154	6403	2751	FALSE
RvY_19183	0.342802382444348	0.515245757469085	5814	6404	-590	FALSE
RvY_15207-1	0.255686278801424	0.515231794800868	7757	6405	1352	FALSE
RvY_03998-1	1.57512254360278	0.515035146902858	37	6406	-6369	FALSE
RvY_01352-1	0.231219199159805	0.515029674647598	8330	6407	1923	FALSE
RvY_18375-1	0.0876309632910459	0.514999955659109	12334	6408	5926	FALSE
RvY_02502-1	0.383594229157938	0.514893069219088	5034	6409	-1375	FALSE
RvY_02083	0.516798080395598	0.514709671135115	3108	6410	-3302	FALSE
RvY_18605-1	0.131133087332989	0.514599181537109	11028	6411	4617	FALSE
RvY_06356-1	0.316610413505725	0.514594243594857	6371	6412	-41	FALSE
RvY_05000-1	0.382341474702248	0.514252257889996	5066	6413	-1347	FALSE
RvY_16769-1	0.211185527639202	0.514205305109571	8828	6414	2414	FALSE
RvY_17608-1	0.990072777404139	0.514185382187872	484	6415	-5931	FALSE
RvY_12378-1	0.361963686400568	0.514155243886426	5440	6416	-976	FALSE
RvY_02844-1	0.772727361732429	0.514152427810426	1190	6417	-5227	FALSE
RvY_10563-1	0.0512995893140964	0.514138928334991	13551	6418	7133	FALSE
RvY_13969	0.128193042159266	0.514110078589654	11128	6419	4709	FALSE
RvY_06945-1	0.0196969244424388	0.514052851422338	14590	6420	8170	FALSE
RvY_07221-1	0.662658422846292	0.513723013856137	1780	6421	-4641	FALSE
RvY_10522-1	0.141414859385902	0.513583192902309	10723	6422	4301	FALSE
RvY_01881-1	0.130473681932074	0.51358097386859	11054	6423	4631	FALSE
RvY_01303-1	0.615785534376037	0.51354836637122	2138	6424	-4286	FALSE
RvY_05505-1	0.258322884005844	0.513535669391123	7701	6425	1276	FALSE
RvY_15800-1	1.00236151030517	0.513263228054844	463	6426	-5963	FALSE
RvY_17395-1	0.139874056039634	0.512992416917389	10772	6427	4345	FALSE
RvY_10564-1	0.65688003123084	0.51296681823996	1824	6428	-4604	FALSE
RvY_01245-1	0.130832485123284	0.512895891199348	11037	6429	4608	FALSE
RvY_04936-1	0.117312530062242	0.512793437443218	11447	6430	5017	FALSE
RvY_01512-1	0.0380736524531464	0.512745170295591	13966	6431	7535	FALSE
RvY_04180-1	0.0815140325209445	0.51271443992699	12552	6432	6120	FALSE
RvY_10752	0.264916491787314	0.51267622357226	7535	6433	1102	FALSE
RvY_03786-1	0.0656474875696436	0.512594786838806	13083	6434	6649	FALSE
RvY_14892	0.00168809434182116	0.512532422016534	15132	6435	8697	FALSE
RvY_14975-1	0.515825240301705	0.512394648118565	3115	6436	-3321	FALSE
RvY_03866-1	0.104244731801643	0.512361035234029	11829	6437	5392	FALSE
RvY_08244-1	0.114711973019084	0.511931895622101	11532	6438	5094	FALSE
RvY_06973-1	0.148026744732393	0.511914717220454	10543	6439	4104	FALSE
RvY_16078-1	0.358166231386615	0.511901418832641	5500	6440	-940	FALSE
RvY_00401-1	0.107451312091353	0.511801506989269	11729	6441	5288	FALSE
RvY_09665-1	0.154912134882322	0.511761630773634	10335	6442	3893	FALSE
RvY_09087-1	0.49363596702431	0.511596123286491	3394	6443	-3049	FALSE
RvY_08567-1	0.212283031673795	0.511591368377844	8791	6444	2347	FALSE
RvY_09959-1	0.430945485352725	0.511505437473258	4282	6445	-2163	FALSE
RvY_09412-1	0.0819462723144078	0.511461587592784	12534	6446	6088	FALSE
RvY_18909-1	0.100828179988397	0.511459837088472	11945	6447	5498	FALSE
RvY_14647-1	0.0947861328915831	0.511421462680412	12110	6448	5662	FALSE
RvY_08011-1	0.208681735590371	0.511375271324866	8894	6449	2445	FALSE
RvY_13807-1	0.000514853657821668	0.511374368733307	15162	6450	8712	FALSE
RvY_01211	0.347353664875753	0.510958004852756	5729	6451	-722	FALSE
RvY_03699	0.467836817783559	0.510919436361248	3733	6452	-2719	FALSE
RvY_03358	0.177345216686238	0.510892955960537	9724	6453	3271	FALSE
RvY_10905-1	0.0908258122276226	0.51085571104525	12232	6454	5778	FALSE
RvY_00571	0.0463177992771513	0.510854228308854	13711	6455	7256	FALSE
RvY_06097-1	0.191625509061678	0.510823992677925	9328	6456	2872	FALSE
RvY_02544-1	0.0103630257815777	0.510808471609621	14880	6457	8423	FALSE
RvY_02066	0.00339792902220104	0.510792971821838	15087	6458	8629	FALSE
RvY_06407-1	0.073203135780048	0.510685624192514	12830	6459	6371	FALSE
RvY_01816-1	0.539868018555398	0.510528060871049	2858	6460	-3602	FALSE
RvY_08784-1	0.180662413618156	0.510207739852263	9623	6461	3162	FALSE
RvY_00378-1	0.194518584577974	0.510202810109801	9269	6462	2807	FALSE
RvY_03273-1	0.15052029967444	0.509993278955917	10484	6463	4021	FALSE
RvY_01496-1	0.251457236997799	0.509893987287903	7848	6464	1384	FALSE
RvY_10389-1	0.112240343054356	0.509869143594334	11594	6465	5129	FALSE
RvY_04203-1	0.469520466651545	0.509771470037681	3710	6466	-2756	FALSE
RvY_07062	0.888470843134609	0.50972852550558	746	6467	-5721	FALSE
RvY_11291-1	0.399941019618604	0.509526827688779	4776	6468	-1692	FALSE
RvY_15527-1	0.339458548807226	0.509495251699088	5875	6469	-594	FALSE
RvY_14996-0	0.137489889072533	0.509390225071803	10839	6470	4369	FALSE
RvY_13011-1	0.231549895261859	0.509375541851875	8322	6471	1851	FALSE
RvY_01834-1	0.252099769897072	0.50908732887369	7835	6472	1363	FALSE
RvY_10092-1	0.24823627414402	0.508693204508216	7910	6473	1437	FALSE
RvY_08131-1	0.291312028710947	0.508645928406081	6929	6474	455	FALSE
RvY_13163-1	0.170835512617941	0.508624154480925	9917	6475	3442	FALSE
RvY_02369	0.144851684705467	0.508621679630707	10635	6476	4159	FALSE
RvY_09029-1	0.0736370583463462	0.508338648704799	12814	6477	6337	FALSE
RvY_00075-1	0.0935707743274312	0.508269466300881	12146	6478	5668	FALSE
RvY_05329-1	0.0913932720377657	0.508208012169164	12212	6479	5733	FALSE
RvY_11007	0.252790174337791	0.508197410021129	7822	6480	1342	FALSE
RvY_06375-1	0.760519598940174	0.508174942252126	1240	6481	-5241	FALSE
RvY_04765-1	0.0708365123016961	0.50816615738906	12901	6482	6419	FALSE
RvY_00935-1	0.0464094113014957	0.508098040617231	13709	6483	7226	FALSE
RvY_02794-1	0.200154785665335	0.508075933917107	9107	6484	2623	FALSE
RvY_00191	0.437769189262356	0.507875257579338	4179	6485	-2306	FALSE
RvY_11357-1	0.134963705823251	0.507830535817954	10916	6486	4430	FALSE
RvY_10353	0.441069104763219	0.507782092496298	4126	6487	-2361	FALSE
RvY_09866	0.103981867810645	0.507681825722458	11836	6488	5348	FALSE
RvY_09966-1	0.000756744281330768	0.507534964917432	15155	6489	8666	FALSE
RvY_02648-1	0.157875018604731	0.507487009949097	10256	6490	3766	FALSE
RvY_08902-1	0.0651497161120682	0.507425020413912	13103	6491	6612	FALSE
RvY_18035-1	0.372790815650008	0.507259397199501	5227	6492	-1265	FALSE
RvY_00417-1	0.0869630076548908	0.50725349064896	12353	6493	5860	FALSE
RvY_06617-1	0.280693048063928	0.507188788930771	7164	6494	670	FALSE
RvY_14805-1	0.114774921114364	0.507152046427473	11531	6495	5036	FALSE
RvY_01112-1	0.865034882655646	0.507090227595287	802	6496	-5694	FALSE
RvY_12008	0.606185856637996	0.507030028190557	2230	6497	-4267	FALSE
RvY_13640-1	0.455519056744974	0.506939965265382	3922	6498	-2576	FALSE
RvY_05948-1	0.484967177790706	0.506819848595102	3520	6499	-2979	FALSE
RvY_08859-1	0.283554831632719	0.506669068175216	7099	6500	599	FALSE
RvY_02344-1	0.217979351164622	0.506463532369791	8651	6501	2150	FALSE
RvY_12822-1	0.0876672786123223	0.506376893028099	12332	6502	5830	FALSE
RvY_08271-1	0.295430182968295	0.506350577780465	6827	6503	324	FALSE
RvY_01960-1	0.320782694851685	0.506344540017454	6277	6504	-227	FALSE
RvY_13230	0.189235854683987	0.506202804218153	9398	6505	2893	FALSE
RvY_15983	1.07676063057116	0.506180728611799	321	6506	-6185	FALSE
RvY_00723	0.546724981547558	0.506170607622892	2776	6507	-3731	FALSE
RvY_02458-1	0.444432018516334	0.50605147903705	4081	6508	-2427	FALSE
RvY_02518-1	0.45813316706168	0.506046864589852	3885	6509	-2624	FALSE
RvY_04452-1	0.854540335223843	0.506033684954757	842	6510	-5668	FALSE
RvY_07369-1	0.571706466354328	0.505920095060545	2546	6511	-3965	FALSE
RvY_18637-1	0.160947789769077	0.505894190287474	10185	6512	3673	FALSE
RvY_07244-1	1.16748616304529	0.505632815942982	219	6513	-6294	FALSE
RvY_12637-1	0.00729458705684216	0.505627195452489	14976	6514	8462	FALSE
RvY_02817-1	0.196487683763534	0.505610733039797	9213	6515	2698	FALSE
RvY_15773-1	0.200069881430699	0.505522435846075	9112	6516	2596	FALSE
RvY_17081-1	0.496868795424478	0.505520008321898	3348	6517	-3169	FALSE
RvY_07835-1	1.13470213633251	0.505506376205919	254	6518	-6264	FALSE
RvY_09489-1	0.172761753185185	0.505489208962134	9861	6519	3342	FALSE
RvY_15373-1	0.291558553775843	0.505463219258728	6922	6520	402	FALSE
RvY_09730	0.289809503591211	0.505417206347896	6968	6521	447	FALSE
RvY_10996-1	0.0724624174698985	0.505403742430857	12852	6522	6330	FALSE
RvY_12992-1	0.263975201728979	0.505393673131489	7566	6523	1043	FALSE
RvY_07075-1	0.488158719788913	0.505382839185583	3475	6524	-3049	FALSE
RvY_09617-1	0.113391595278717	0.505350984451571	11561	6525	5036	FALSE
RvY_06739-1	0.512445583103498	0.505256025143176	3160	6526	-3366	FALSE
RvY_10108-1	0.177730207796012	0.505238754963246	9713	6527	3186	FALSE
RvY_04176-1	0.254731888456857	0.505077537039617	7777	6528	1249	FALSE
RvY_11166	0.242383940480443	0.505029103920133	8043	6529	1514	FALSE
RvY_09059-1	0.261481619733987	0.50497174695609	7633	6530	1103	FALSE
RvY_05725-1	0.0470171106499953	0.504698376408484	13689	6531	7158	FALSE
RvY_12150-1	0.133013766395051	0.504683174059786	10972	6532	4440	FALSE
RvY_05230-1	0.23804998492427	0.504613734428396	8153	6533	1620	FALSE
RvY_16354-1	0.592408452835028	0.504490081233197	2351	6534	-4183	FALSE
RvY_11705-1	0.168283164806695	0.504378692765889	9998	6535	3463	FALSE
RvY_04211-1	0.0436977987445779	0.504331586982635	13786	6536	7250	FALSE
RvY_17641-1	0.198419221055213	0.504215131221241	9158	6537	2621	FALSE
RvY_04062	1.02780299782928	0.504059158751546	408	6538	-6130	FALSE
RvY_16809-1	0.273431934313841	0.503995275352582	7341	6539	802	FALSE
RvY_06538-1	0.387948309046909	0.50390205679811	4953	6540	-1587	FALSE
RvY_07231-1	0.475228930115688	0.503801155181382	3636	6541	-2905	FALSE
RvY_04665-1	0.612689779747097	0.503760985839793	2166	6542	-4376	FALSE
RvY_18442	0.545957167590705	0.503652514343915	2787	6543	-3756	FALSE
RvY_16355-1	0.198482832546262	0.503560945181187	9156	6544	2612	FALSE
RvY_18306-1	0.316562564677266	0.503531553035332	6372	6545	-173	FALSE
RvY_18253-1	0.131346856207281	0.50340825285825	11024	6546	4478	FALSE
RvY_01464-1	0.41442018664698	0.503394877415773	4539	6547	-2008	FALSE
RvY_18504-1	0.381442666009558	0.503337791958306	5080	6548	-1468	FALSE
RvY_09093-1	0.600401834232108	0.503090485944941	2281	6549	-4268	FALSE
RvY_07528-1	0.150537241236262	0.503076561257667	10483	6550	3933	FALSE
RvY_10184-1	0.430759958345935	0.503065882592611	4289	6551	-2262	FALSE
RvY_07996-1	0.592086642128964	0.503003441288611	2355	6552	-4197	FALSE
RvY_11088-1	0.0212961599222528	0.502983006673172	14539	6553	7986	FALSE
RvY_14601-1	0.489264887417187	0.502818001908555	3462	6554	-3092	FALSE
RvY_15193-1	0.018126588751338	0.50240336997442	14627	6555	8072	FALSE
RvY_10567-1	0.611429720219308	0.50228525378736	2184	6556	-4372	FALSE
RvY_07662-1	0.0801841740056251	0.502207921466814	12585	6557	6028	FALSE
RvY_11798-1	0.0679016564856152	0.50211152238522	13004	6558	6446	FALSE
RvY_15856-1	0.227750291437385	0.50210879109923	8413	6559	1854	FALSE
RvY_06081	0.765572447828668	0.502029997346053	1215	6560	-5345	FALSE
RvY_04784	0.870032976315569	0.501881428548504	789	6561	-5772	FALSE
RvY_11287-1	0.551728756530424	0.501851294968774	2734	6562	-3828	FALSE
RvY_00478	0.537145258561117	0.50182262920634	2892	6563	-3671	FALSE
RvY_05335-1	0.832038194037574	0.50174254394364	943	6564	-5621	FALSE
RvY_11733-1	0.498014719105346	0.501719587010616	3331	6565	-3234	FALSE
RvY_10621-1	0.867067654464337	0.501618239210724	795	6566	-5771	FALSE
RvY_11118-1	0.014480065209975	0.501617093135293	14751	6567	8184	FALSE
RvY_17023-1	0.0986967499199283	0.501496981867324	12000	6568	5432	FALSE
RvY_02386-1	0.254726422541785	0.501496683126924	7778	6569	1209	FALSE
RvY_06797-1	1.15370995836665	0.501457909914841	229	6570	-6341	FALSE
RvY_13628-1	0.141466162546973	0.501454842361691	10721	6571	4150	FALSE
RvY_05704-1	0.0663340946571092	0.501356824308015	13051	6572	6479	FALSE
RvY_06506-1	0.457255301213206	0.501249866004982	3901	6573	-2672	FALSE
RvY_13223-1	0.479888914912123	0.50121239349435	3576	6574	-2998	FALSE
RvY_13257-1	0.0268338343294507	0.501199560789098	14366	6575	7791	FALSE
RvY_16148-1	0.0366129433791471	0.501102178750863	14022	6576	7446	FALSE
RvY_07887-1	0.0292162448415398	0.50109566064935	14281	6577	7704	FALSE
RvY_03092-1	0.34162507456421	0.501049282727755	5830	6578	-748	FALSE
RvY_02407-1	0.142753053770941	0.500908943569095	10692	6579	4113	FALSE
RvY_13736-1	0.109538020766198	0.500733812205075	11660	6580	5080	FALSE
RvY_15138-1	0.0445324349765484	0.500720674506734	13761	6581	7180	FALSE
RvY_03469	0.571329754038414	0.500629166422383	2552	6582	-4030	FALSE
RvY_15374-1	0.166246461481187	0.50060908842405	10047	6583	3464	FALSE
RvY_13288-1	0.898150917946959	0.500550686740856	713	6584	-5871	FALSE
RvY_13091-1	0.310361872926114	0.500509567723063	6482	6585	-103	FALSE
RvY_08369-1	0.0822509909524634	0.500480459218256	12520	6586	5934	FALSE
RvY_03636	0.256955528300726	0.500430880583253	7725	6587	1138	FALSE
RvY_11090-1	0.0336560790550049	0.500424264065644	14125	6588	7537	FALSE
RvY_14219-1	0.175505370144213	0.500415445715814	9779	6589	3190	FALSE
RvY_08926-1	0.298750635620982	0.500338967007424	6745	6590	155	FALSE
RvY_00625-1	0.218300034575977	0.500273384445776	8644	6591	2053	FALSE
RvY_08715-1	0.132770933424291	0.50026992008381	10977	6592	4385	FALSE
RvY_14938	0.161279052871409	0.500168780632704	10172	6593	3579	FALSE
RvY_10265-1	0.056749938855484	0.500050474687251	13371	6594	6777	FALSE
RvY_00860-1	0.130734287524195	0.500035719987196	11043	6595	4448	FALSE
RvY_01009-1	0.543891860022439	0.500034753471908	2814	6596	-3782	FALSE
RvY_07196-1	0.309827523623992	0.500017572980653	6496	6597	-101	FALSE
RvY_19034-1	0.629063751620005	0.500001661031975	2043	6598	-4555	FALSE
RvY_07940-1	0.293409205031177	0.499955128386806	6875	6599	276	FALSE
RvY_18643-1	0.700495700224594	0.499946522369124	1548	6600	-5052	FALSE
RvY_08867-1	0.182727029555763	0.499881045402261	9570	6601	2969	FALSE
RvY_18683-1	0.180407223701909	0.499845247277752	9634	6602	3032	FALSE
RvY_17311-1	0.325717158221869	0.499776496358438	6164	6603	-439	FALSE
RvY_13592-1	0.199268342671704	0.499676274901209	9133	6604	2529	FALSE
RvY_00943	0.824312931267853	0.499664738444652	981	6605	-5624	FALSE
RvY_09215-1	0.0391173577128363	0.499662730880594	13929	6606	7323	FALSE
RvY_14899-1	0.44331434609233	0.499661875520513	4095	6607	-2512	FALSE
RvY_12631-1	0.2969281852051	0.499183707471761	6786	6608	178	FALSE
RvY_09557-1	0.274353738061556	0.499102027126222	7320	6609	711	FALSE
RvY_03324-1	0.636723099141067	0.498984180584536	1980	6610	-4630	FALSE
RvY_15842-1	0.010723916053891	0.498931631428283	14869	6611	8258	FALSE
RvY_17823-1	0.248118791391564	0.498602386827895	7914	6612	1302	FALSE
RvY_00982-1	0.0615584461518415	0.498538158298438	13194	6613	6581	FALSE
RvY_07094-1	0.016736820447238	0.498497275055855	14677	6614	8063	FALSE
RvY_16759-1	0.319964720784231	0.498475655804357	6290	6615	-325	FALSE
RvY_10432	0.71572654829656	0.49843968117829	1471	6616	-5145	FALSE
RvY_02244-1	0.149917476059865	0.498399097398194	10505	6617	3888	FALSE
RvY_08356-1	0.194871199362106	0.49833556901462	9260	6618	2642	FALSE
RvY_15579-1	0.157920781682536	0.498302787966404	10254	6619	3635	FALSE
RvY_08641-1	1.17247358340413	0.498163475629136	217	6620	-6403	FALSE
RvY_02196	0.205295592422583	0.498143772229967	8961	6621	2340	FALSE
RvY_15420-1	0.20503068485088	0.498080247603028	8976	6622	2354	FALSE
RvY_05676	0.496071462432187	0.497915367473617	3365	6623	-3258	FALSE
RvY_10167-1	0.296495927809009	0.497877533699456	6796	6624	172	FALSE
RvY_00595-1	0.171820685706766	0.4977995276104	9884	6625	3259	FALSE
RvY_16785-1	0.581215727694612	0.497714805859153	2458	6626	-4168	FALSE
RvY_02671-1	0.186819451945794	0.497662365995066	9463	6627	2836	FALSE
RvY_00751-1	0.509859229632619	0.497659507535123	3201	6628	-3427	FALSE
RvY_01130-1	0.373997677392254	0.497541802962807	5206	6629	-1423	FALSE
RvY_01713-1	0.0371164156680077	0.497477323608596	14001	6630	7371	FALSE
RvY_05214-1	0.02852147939271	0.497420369737119	14308	6631	7677	FALSE
RvY_11927-1	0.747602966519001	0.49736726705564	1309	6632	-5323	FALSE
RvY_06267-1	0.796074129063721	0.497362470217044	1098	6633	-5535	FALSE
RvY_10802-1	0.260697215071197	0.497316019988374	7651	6634	1017	FALSE
