n_features	median_hetero_gap	median_discordance	median_instability	p90_instability	p95_instability	mean_sign_flip_rate	cor_instability_vs_var
15187	0.21133379369314	4.04121180963557e-16	0.211333793693141	0.479929494103019	0.644771009146195	0.49825607427405	0.914626345190377
