gene	n_timepoints	delta_pool	hetero_gap	discordance	instability_score	var_proxy
RvY_05884-1	8	-0.516044292139973	0.813971770203785	0	0.813971770203785	0.0746266115119118
RvY_05885-1	8	0.634106104147917	0.879465810160724	0	0.879465810160724	0.0938789010082144
RvY_05886-1	8	-0.801550178201671	0.87137674550978	0	0.87137674550978	0.0775490796308986
RvY_05887-1	8	-0.221296649253471	0.458493077153825	0	0.458493077153825	0.0284544347045408
RvY_05888-1	8	0.127554891704963	0.790387739443645	0.375	1.08678314173501	0.0732379028627243
RvY_05889	8	-0.0855117210749201	0.435274738685687	0.25	0.544093423357109	0.0232122847696785
RvY_05890-1	8	0.708531941746791	1.01709137149031	0	1.01709137149031	0.105526498104578
RvY_05891-1	8	-0.617945660393347	0.830506499282754	0	0.830506499282754	0.0951919541904213
RvY_05892-1	8	-0.576888362708229	0.484180956218202	0	0.484180956218202	0.0341902760275339
RvY_05893-1	8	0.334858714164731	0.459110456687442	0	0.459110456687442	0.0191241048465038
RvY_05894-1	8	-0.0169656277150915	0.568329352525119	0.5	0.852494028787679	0.0278444734180606
RvY_05895	8	-0.732860367226656	1.46519862469349	0	1.46519862469349	0.203903516058515
RvY_05896	8	-0.29821639381612	0.708630833489388	0.125	0.797209687675561	0.0615570987786151
RvY_05897-1	8	0.00707096226943229	0.365607058013354	0.625	0.5941114692717	0.0145278143692589
RvY_05898	8	-1.53002393964549	1.07626117197638	0	1.07626117197638	0.141016601385026
RvY_05899-1	8	-0.773397530961649	0.710101760902	0	0.710101760902	0.0825933074372531
RvY_05900-1	8	-0.816483978100349	1.12527422944301	0	1.12527422944301	0.144697893129846
RvY_05902-1	8	-0.0775553211909456	0.417947548326101	0.25	0.522434435407626	0.0191247846825182
RvY_05903-1	8	0.3907089350814	0.435901053216991	0	0.435901053216991	0.020864589410849
RvY_05904-1	8	-0.34138911891557	0.82102052927388	0.125	0.923648095433115	0.0671614897337359
RvY_05905-1	8	0.105761404135716	0.599526661116085	0.125	0.674467493755596	0.0312303859846204
RvY_05906-1	8	-0.350192528258632	0.743497494595309	0	0.743497494595309	0.0438773729746755
RvY_05907-1	8	-1.0481498280811	1.37096316438041	0	1.37096316438041	0.153352049342222
RvY_05908-1	8	0.14858170554826	0.43107615602613	0.25	0.538845195032663	0.028465728752445
RvY_05909-1	8	-0.366189760148525	0.660896517127293	0.125	0.743508581768205	0.0714773891400133
RvY_05910	8	0.114468557993243	0.933709675977853	0.5	1.40056451396678	0.0948514874534765
RvY_05911-1	8	0.103320168045795	0.400610405281437	0.375	0.550839307261976	0.0217367139374166
RvY_05912-1	8	0.209372244987433	0.543566552257915	0.125	0.611512371290154	0.0353530172223063
RvY_05913-1	8	-0.628541996384187	0.773611517107373	0	0.773611517107373	0.0767672689866105
RvY_05914-1	8	-0.661493594110679	1.06660522822314	0	1.06660522822314	0.100550678125774
RvY_05915	8	-0.258223357649656	0.474131094632394	0	0.474131094632394	0.0290808959921369
RvY_05916-1	8	0.0423267309428413	0.280925144124609	0.375	0.386272073171337	0.00994968978737545
RvY_05917-1	8	0.113707525709707	0.461043783463102	0.25	0.576304729328878	0.0241599653088181
RvY_05921-1	8	-0.61514077942249	1.10270582327167	0	1.10270582327167	0.118411603002157
RvY_05922	8	-0.351849298669763	0.940571903265558	0.125	1.05814339117375	0.0836473767506378
RvY_05923-1	8	-0.487274206897753	2.06377528274885	0.375	2.83769101377967	0.603759130344558
RvY_05924	8	-0.289841468820173	0.353445445773097	0	0.353445445773097	0.0155987165002591
RvY_05925-1	8	0.207040162902901	0.184204400981691	0	0.184204400981691	0.00465161175660396
RvY_05926-1	8	-0.0662813782605044	0.582147165234009	0.375	0.800452352196763	0.0323566255106293
RvY_05927-1	8	0.193077932553556	0.476408446028225	0	0.476408446028225	0.0278350284807706
RvY_05928-1	8	-0.00238721452714896	0.523234131833552	0.5	0.784851197750327	0.0276009360244201
RvY_05929-1	8	-0.774672672465468	1.22202790257756	0	1.22202790257756	0.171878237128098
RvY_05930-1	8	-0.434757598499259	0.379339610424118	0	0.379339610424118	0.0156264607933668
RvY_05931-1	8	0.292773653075865	0.813019866480177	0.125	0.914647349790199	0.0633111007913338
RvY_05932-1	8	-0.526269716866716	0.75823001531541	0	0.75823001531541	0.0730619739306646
RvY_05933-1	8	-0.940331163935079	1.32597097746067	0.125	1.49171734964325	0.20553490417589
RvY_05934-1	8	-0.00510537429450941	0.611246068617987	0.5	0.916869102926981	0.0462002248608202
RvY_05936	8	-0.332273702322746	0.949401889353334	0.125	1.0680771255225	0.0856508366618764
RvY_05937-1	8	1.11403285432192	1.90636720984555	0	1.90636720984555	0.390494363964062
RvY_05938-1	8	-0.385240920936859	1.00461645687906	0.125	1.13019351398894	0.163291189807602
RvY_05939	8	0.187475976044383	0.593396147350488	0.125	0.667570665769298	0.0319417461314314
RvY_05940-1	8	0.185630543845916	0.349229663450565	0	0.349229663450565	0.0145698316436256
RvY_05941	8	0.460823852645679	0.501279285792552	0	0.501279285792552	0.0255150382472933
RvY_05942-1	8	-0.865237836702293	1.65433516319086	0.125	1.86112705858971	0.345117070680055
RvY_05943-1	8	-0.914357371584595	1.11005307107971	0	1.11005307107971	0.141869444246376
RvY_05944-1	8	0.0358738815151328	0.695940903228284	0.375	0.956918741938891	0.0572959481838533
RvY_05945-1	8	-0.00214936773390084	1.08120577805986	0.375	1.48665794483231	0.111332715750641
RvY_05947-1	8	0.305587980938234	0.867240254634607	0.125	0.975645286463933	0.0659661637547173
RvY_05948-1	8	0.0013808763052676	0.628069396945792	0.375	0.863595420800464	0.0416088827108967
RvY_05949-1	8	-0.775463938097543	0.603857840916854	0	0.603857840916854	0.0404426219226564
RvY_05950-1	8	-0.049385141313516	0.674011334480167	0.5	1.01101700172025	0.05089066571183
RvY_05951-1	8	0.386529439485552	0.520089617501577	0	0.520089617501577	0.0283798978527932
RvY_05952-1	8	-0.00915091339933501	0.353046469161362	0.375	0.485438895096872	0.0176808938128042
RvY_05953-1	8	-1.08169585408877	0.711700905712696	0	0.711700905712696	0.0472065674187948
RvY_05954-1	8	-1.66506262273375	0.900174561409977	0	0.900174561409977	0.071916829844327
RvY_05955-1	8	-0.217961062068138	0.186635249860897	0	0.186635249860897	0.0066385664603715
RvY_05956-1	8	-0.0927353105711278	0.913328886774384	0.25	1.14166110846798	0.0859426800130538
RvY_05957-1	8	-0.0862639098440426	0.224976167054035	0.25	0.281220208817544	0.00683815021969391
RvY_05958-1	8	-0.222177042890168	0.489155960408061	0.125	0.550300455459069	0.0379882906102123
RvY_05959-1	8	-0.0208298805070429	0.61001405323806	0.25	0.762517566547575	0.038650435087367
RvY_05960-0	8	-1.17490412241031	1.67314817416318	0	1.67314817416318	0.257716972353318
RvY_05961-1	8	-0.406288440973248	1.04678758546449	0.125	1.17763603364755	0.117206570643896
RvY_05962-1	8	-0.901547086316183	1.46535849579638	0	1.46535849579638	0.24827313309728
RvY_05963	8	-0.362807352235925	0.482706305018849	0	0.482706305018849	0.0188226399316505
RvY_05964	8	0.287099341788577	0.364529083720642	0	0.364529083720642	0.0215334834335583
RvY_05965-1	8	-0.191600928560448	0.446145969371577	0.125	0.501914215543024	0.0284138592035571
RvY_05966	8	-0.00898290837066683	0.359202528254774	0.375	0.493903476350315	0.0193884095428494
RvY_05967-1	8	-0.130102787847699	0.237995044382201	0	0.237995044382201	0.00717374840995512
RvY_05968-1	8	0.0662629791213212	0.896663744964181	0.5	1.34499561744627	0.0996484492122555
RvY_05969-1	8	-0.376358276758836	0.904928442593082	0.25	1.13116055324135	0.14378770861474
RvY_05970-1	8	-0.164493296491863	0.462136431105677	0.125	0.519903484993887	0.0209336888297893
RvY_05971-1	8	0.0798170386622805	0.337781583944649	0.125	0.38000428193773	0.0102025811814973
RvY_05973-1	8	-0.0983109873568142	0.651145335629396	0.375	0.895324836490419	0.0546600490301278
RvY_05974-1	8	-0.336777874462391	0.819773604590465	0.25	1.02471700573808	0.0855926070247842
RvY_05975-1	8	-0.302317331246496	0.325150196712747	0	0.325150196712747	0.0127203097852248
RvY_05976-1	8	0.248609220789496	0.393436845449516	0	0.393436845449516	0.0157078069790021
RvY_05977-1	8	0.185483617690945	0.743524498914016	0.125	0.836465061278268	0.0495690601417879
RvY_05978-1	8	0.139123287203756	0.500541020170735	0.25	0.625676275213419	0.0273307555687431
RvY_05979-1	8	0.0032874259751084	0.616830801270235	0.375	0.848142351746574	0.0505749635425718
RvY_05981	8	-0.65868550632284	2.48584008566597	0.25	3.10730010708246	0.792911863284233
RvY_05982-1	8	0.10064061535224	1.51385728112124	0.5	2.27078592168186	0.260964986319254
RvY_05983-1	8	0.50561731002179	1.15358018701343	0	1.15358018701343	0.169160388018561
RvY_05984-1	8	-1.11301549071591	1.56354612771261	0	1.56354612771261	0.294328871204552
RvY_05985-1	8	0.476658936014586	0.583609546160269	0	0.583609546160269	0.0336358465316379
RvY_05986-1	8	0.0419591465132871	0.786402671314332	0.5	1.1796040069715	0.0872739723728306
RvY_05987-1	8	-0.685921441843479	0.554378423711177	0	0.554378423711177	0.0497221933458466
RvY_05988-1	8	-0.565953100591918	0.906509114032005	0	0.906509114032005	0.0964208702263712
RvY_05989-1	8	-0.183198528115296	0.416954713462486	0.125	0.469074052645296	0.021739905379647
RvY_05990-1	8	-0.302609958817617	0.500531440558878	0	0.500531440558878	0.0342958549607189
RvY_05991-1	8	0.495718185922573	0.662133155832963	0	0.662133155832963	0.0526006700512453
RvY_05992-1	8	-0.710624929681795	0.615111530967502	0	0.615111530967502	0.0467743308930836
RvY_05993-1	8	-0.49627427154914	1.00059779570386	0	1.00059779570386	0.0795467791066594
RvY_05994-1	8	0.224801188987039	0.628106390802453	0.125	0.706619689652759	0.0480873743235445
RvY_05995-1	8	0.335842660022526	1.69829664900378	0.5	2.54744497350567	0.386846663764306
RvY_05996-1	8	-0.139960214863228	0.505973698920819	0.25	0.632467123651023	0.0356995996333154
RvY_05997-1	8	0.0842187934576811	0.485046415889421	0.375	0.666938821847954	0.0280332240403356
RvY_05998-1	8	0.718391831102053	0.875371511082364	0	0.875371511082364	0.0882968377074011
RvY_06004-1	8	-0.334297153334615	0.987140775496584	0.25	1.23392596937073	0.120880870099843
RvY_06006-1	8	0.157289294843018	0.38550350817824	0.125	0.43369144670052	0.0142505498209765
RvY_06007-1	8	-1.48011306712354	0.74584500697693	0	0.74584500697693	0.0542779140264772
RvY_06008-1	8	0.0597809464485313	0.773122510589717	0.375	1.06304345206086	0.0818540595127426
RvY_06009	8	-0.296160736075623	1.36502887740296	0.25	1.7062860967537	0.184898977478344
RvY_06010-1	8	0.782607539854372	0.872111885443765	0	0.872111885443765	0.0866101688344185
RvY_06011	8	-0.163206998751072	2.11870053775684	0.25	2.64837567219605	0.428644690741257
RvY_06012-1	8	-0.0330977103804392	0.389100465131226	0.5	0.58365069769684	0.0159999178011943
RvY_06015-1	8	-0.271759873085219	0.331791134076924	0	0.331791134076924	0.0172029272582643
RvY_06016-1	8	0.272333370119947	0.511385062727273	0.125	0.575308195568182	0.0287053724267705
RvY_06018-1	8	0.561359816923702	0.862667901481191	0.125	0.970501389166339	0.0773956967883904
RvY_06019-1	8	0.0867115375012601	0.813506680972763	0.25	1.01688335121595	0.0788142695589759
RvY_06020-1	8	0.564699097152407	0.701003364319156	0	0.701003364319156	0.0457392701662259
RvY_06023	8	0.0319991617695072	0.735729945082245	0.5	1.10359491762337	0.0710611528188861
RvY_06024-1	8	-0.316125829021743	0.58142316542411	0	0.58142316542411	0.0378518976773387
RvY_06025	8	-0.685958312082372	1.02982611265264	0	1.02982611265264	0.107238460743219
RvY_06026-1	8	-0.953278789737386	1.44454414302201	0	1.44454414302201	0.195575848396105
RvY_06027	8	-0.207424324403274	0.916453857274374	0.25	1.14556732159297	0.0895680921736006
RvY_06028-1	8	-0.0910096187002514	0.282732073439682	0.25	0.353415091799603	0.0110069132252446
RvY_06029-1	8	-0.245399944822067	0.397093572212263	0.125	0.446730268738796	0.019137940422839
RvY_06030	8	-0.272035797202982	0.756616178330716	0.125	0.851193200622055	0.04996616478232
RvY_06031-1	8	-0.0890237111639724	1.47934817438558	0.375	2.03410373978017	0.23066880487017
RvY_06032-1	8	-0.679879250670134	0.787078986656159	0	0.787078986656159	0.0704129528255595
RvY_06033-1	8	-0.618604969608953	0.813463614811806	0	0.813463614811806	0.10600842368465
RvY_06034	8	-0.27738209288462	0.698465752230606	0.125	0.785773971259432	0.070912863227772
RvY_06035-1	8	-0.718524518721864	0.789581932553566	0	0.789581932553566	0.0679301451270834
RvY_06036-1	8	-0.179937300388984	0.670726274417407	0.25	0.838407843021758	0.0462865994778549
RvY_06037-1	8	-0.573184030331592	0.711348445565998	0	0.711348445565998	0.0633997814337862
RvY_06038-1	8	0.508413899616555	0.667771950058674	0	0.667771950058674	0.054514819068095
RvY_06041-1	8	-0.105874718622486	0.307732422105127	0.25	0.384665527631409	0.0146616116496333
RvY_06042-1	8	-0.424203840365781	0.968588514622283	0.25	1.21073564327785	0.110998058759519
RvY_06043-1	8	0.183583820041575	0.606500854464204	0.375	0.83393867488828	0.0530569282453697
RvY_06044	8	1.00462221944651	1.10680965952262	0	1.10680965952262	0.167572724488853
RvY_06045	8	0.212214851446348	0.869347360714912	0.25	1.08668420089364	0.0982336411900694
