feature	condition	subgroup_1	subgroup_2	delta_1	delta_2	delta_pool	delta_strat	sign_flip	hetero_gap	discordance	instability_score	var_proxy
RvY_18505	des	fast	slow	-1.91937352052011	1.69600495611908	-0.111684282200516	-0.111684282200516	TRUE	3.61537847663919	4.44089209850063e-16	3.61537847663919	4.01202806943365
RvY_16562-1	des	fast	slow	-4.44410784652144	-0.859581690893602	-2.65184476870752	-2.65184476870752	FALSE	3.58452615562783	8.88178419700125e-16	3.58452615562783	6.74415511336364
RvY_01052-1	des	fast	slow	-0.460977083464612	3.1210819375832	1.33005242705929	1.33005242705929	TRUE	3.58205902104781	8.88178419700125e-16	3.58205902104781	4.14592015060531
RvY_12770-1	des	fast	slow	-4.32821331497725	-0.824066698470984	-2.57614000672412	-2.57614000672412	FALSE	3.50414661650626	8.88178419700125e-16	3.50414661650626	4.37152629591322
RvY_13229-1	des	fast	slow	-2.5506694002143	0.952506373749143	-0.799081513232578	-0.799081513232577	TRUE	3.50317577396344	4.44089209850063e-16	3.50317577396344	2.66711560004679
RvY_02824-1	des	fast	slow	-4.25452798079173	-0.758140307015331	-2.50633414390353	-2.50633414390353	FALSE	3.4963876737764	1.33226762955019e-15	3.4963876737764	4.2030160696436
RvY_06092-1	des	fast	slow	-3.26547968783288	0.197869634416673	-1.53380502670811	-1.5338050267081	TRUE	3.46334932224955	8.88178419700125e-16	3.46334932224956	3.07880501687396
RvY_03859-1	des	fast	slow	-4.94615643600987	-1.49541824313031	-3.22078733957009	-3.22078733957009	FALSE	3.45073819287956	0	3.45073819287956	7.05662148944122
RvY_00920-1	des	fast	slow	-1.0511724472181	2.38422522258677	0.666526387684335	0.666526387684334	TRUE	3.43539766980487	4.44089209850063e-16	3.43539766980487	3.34824247937514
RvY_12292-1	des	fast	slow	-3.36317447724242	0.0607267434648797	-1.65122386688877	-1.65122386688877	TRUE	3.4239012207073	0	3.4239012207073	4.0751043351789
RvY_12441-1	des	fast	slow	-4.19734808176861	-0.778867157306035	-2.48810761953732	-2.48810761953732	FALSE	3.41848092446258	8.88178419700125e-16	3.41848092446258	5.18440912247204
RvY_05937-1	des	fast	slow	-3.75657766444438	-0.340251310808123	-2.04841448762625	-2.04841448762625	FALSE	3.41632635363626	0	3.41632635363626	3.85704783259265
RvY_16785-1	des	fast	slow	-5.29653741632049	-1.88412694996256	-3.59033218314152	-3.59033218314152	FALSE	3.41241046635794	8.88178419700125e-16	3.41241046635794	10.00834008027
RvY_15660-1	des	fast	slow	-4.96362388148661	-1.58284451983728	-3.27323420066195	-3.27323420066195	FALSE	3.38077936164933	0	3.38077936164933	6.94160055858674
RvY_14254-1	des	fast	slow	-4.51614106163234	-1.14146025935763	-2.82880066049498	-2.82880066049498	FALSE	3.37468080227471	8.88178419700125e-16	3.37468080227471	6.43451229011281
RvY_06216-1	des	fast	slow	-4.92890674670776	-1.58630456677924	-3.2576056567435	-3.2576056567435	FALSE	3.34260217992853	8.88178419700125e-16	3.34260217992853	7.43700623251309
RvY_16217-1	des	fast	slow	-4.15519575453887	-0.836498262707966	-2.49584700862342	-2.49584700862342	FALSE	3.3186974918309	0	3.3186974918309	2.82294195583425
RvY_16315-1	des	fast	slow	-4.10009626288455	-0.784647608846971	-2.44237193586576	-2.44237193586576	FALSE	3.31544865403758	0	3.31544865403758	4.20791820036046
RvY_01091-1	des	fast	slow	2.59056486850568	-0.724816204579923	0.932874331962879	0.932874331962878	TRUE	3.3153810730856	8.88178419700125e-16	3.3153810730856	8.48594655144754
RvY_01369-1	des	fast	slow	-4.37810048781275	-1.06850890726291	-2.72330469753783	-2.72330469753783	FALSE	3.30959158054984	0	3.30959158054984	5.30712358028103
RvY_03670-1	des	fast	slow	-0.916891061857377	2.38980026860633	0.736454603374475	0.736454603374475	TRUE	3.3066913304637	4.44089209850063e-16	3.3066913304637	5.62680105225808
RvY_14930-1	des	fast	slow	-4.22058147718109	-0.914208903100855	-2.56739519014097	-2.56739519014097	FALSE	3.30637257408023	8.88178419700125e-16	3.30637257408023	4.4546117501114
RvY_17399-1	des	fast	slow	-3.69516963666007	-0.415787442436612	-2.05547853954834	-2.05547853954834	FALSE	3.27938219422346	4.44089209850063e-16	3.27938219422346	4.01840512790707
RvY_13323-1	des	fast	slow	-5.06253061752671	-1.79170848665304	-3.42711955208988	-3.42711955208988	FALSE	3.27082213087366	0	3.27082213087366	7.11627349551954
RvY_09774-1	des	fast	slow	-1.77319670779362	1.49744199959135	-0.137877354101134	-0.137877354101133	TRUE	3.27063870738497	8.88178419700125e-16	3.27063870738497	2.04870913752165
RvY_01282-1	des	fast	slow	-1.59934372432622	1.66686939353593	0.033762834604854	0.0337628346048544	TRUE	3.26621311786215	4.44089209850063e-16	3.26621311786215	4.4620352548333
RvY_19282	des	fast	slow	-3.81766663882897	-0.576757692713482	-2.19721216577123	-2.19721216577123	FALSE	3.24090894611549	8.88178419700125e-16	3.24090894611549	3.32291156160706
RvY_16051-1	des	fast	slow	-3.82639722423197	-0.601808752981956	-2.21410298860696	-2.21410298860696	FALSE	3.22458847125002	0	3.22458847125002	3.74744158327639
RvY_17142-1	des	fast	slow	-1.00808718685862	2.19117568662345	0.591544249882416	0.591544249882416	TRUE	3.19926287348206	4.44089209850063e-16	3.19926287348206	2.914712643098
RvY_02256-1	des	fast	slow	-3.14939300316774	0.046168699174638	-1.55161215199655	-1.55161215199655	TRUE	3.19556170234238	8.88178419700125e-16	3.19556170234238	2.51559616296029
RvY_13376-1	des	fast	slow	-3.77035517350206	-0.581297397082548	-2.1758262852923	-2.1758262852923	FALSE	3.18905777641951	4.44089209850063e-16	3.18905777641951	3.50521398857229
RvY_06937	des	fast	slow	-3.93206797083947	-0.744444140482152	-2.33825605566081	-2.33825605566081	FALSE	3.18762383035732	1.77635683940025e-15	3.18762383035732	4.39787839788399
RvY_17084-1	des	fast	slow	3.81948148044909	0.641963719533955	2.23072259999152	2.23072259999152	FALSE	3.17751776091514	0	3.17751776091514	19.8502024456923
RvY_02182-1	des	fast	slow	-2.84717849615533	0.308684838135944	-1.26924682900969	-1.26924682900969	TRUE	3.15586333429127	8.88178419700125e-16	3.15586333429127	3.3326976632246
RvY_07103	des	fast	slow	-4.31528248996153	-1.16914561642868	-2.74221405319511	-2.74221405319511	FALSE	3.14613687353286	0	3.14613687353286	4.81267489793496
RvY_05974-1	des	fast	slow	-3.603834971475	-0.458986365971665	-2.03141066872333	-2.03141066872333	FALSE	3.14484860550333	0	3.14484860550333	3.7325367672689
RvY_10148-1	des	fast	slow	-2.33216251515408	0.795702354963378	-0.768230080095348	-0.768230080095349	TRUE	3.12786487011745	8.88178419700125e-16	3.12786487011746	2.34946537156421
RvY_06888-1	des	fast	slow	-3.84878911154249	-0.726715132014157	-2.28775212177833	-2.28775212177832	FALSE	3.12207397952834	8.88178419700125e-16	3.12207397952834	3.99761255606136
RvY_12668-1	des	fast	slow	-2.98900312380123	0.119334988538363	-1.43483406763143	-1.43483406763143	TRUE	3.10833811233959	8.88178419700125e-16	3.10833811233959	4.08721676786176
RvY_18131-1	des	fast	slow	-3.61655305399766	-0.516750572808029	-2.06665181340284	-2.06665181340285	FALSE	3.09980248118963	8.88178419700125e-16	3.09980248118964	3.52682001762942
RvY_08546-1	des	fast	slow	-1.64422206411139	1.45221564766732	-0.096003208222033	-0.0960032082220339	TRUE	3.09643771177871	8.88178419700125e-16	3.09643771177871	1.58465548752192
RvY_08703-1	des	fast	slow	-3.16854934819871	-0.0866273703268217	-1.62758835926277	-1.62758835926277	FALSE	3.08192197787189	4.44089209850063e-16	3.08192197787189	2.14238467361088
RvY_06087-1	des	fast	slow	-2.65505996762601	0.421335760624165	-1.11686210350092	-1.11686210350092	TRUE	3.07639572825018	8.88178419700125e-16	3.07639572825018	2.63108732519915
RvY_16236-1	des	fast	slow	-4.42758610386517	-1.35131097239862	-2.8894485381319	-2.8894485381319	FALSE	3.07627513146656	0	3.07627513146656	6.26250045586324
RvY_14268-1	des	fast	slow	-3.74266351145067	-0.670915201482998	-2.20678935646684	-2.20678935646683	FALSE	3.07174830996767	1.77635683940025e-15	3.07174830996767	4.34940759337973
RvY_13635-1	des	fast	slow	2.61480968842615	-0.451530123171143	1.08163978262751	1.0816397826275	TRUE	3.06633981159729	2.22044604925031e-15	3.06633981159729	5.76363926920258
RvY_01402-1	des	fast	slow	-1.05502188487118	2.00431331827095	0.474645716699888	0.474645716699888	TRUE	3.05933520314213	0	3.05933520314213	4.28567225290181
RvY_12503-1	des	fast	slow	-2.44465698699841	0.577425019150907	-0.933615983923751	-0.93361598392375	TRUE	3.02208200614931	8.88178419700125e-16	3.02208200614931	3.35055363829705
RvY_01318-1	des	fast	slow	1.65937983450788	-1.35470425689408	0.152337788806898	0.152337788806899	TRUE	3.01408409140195	8.88178419700125e-16	3.01408409140195	6.68140728889574
RvY_03342-1	des	fast	slow	-3.18550536009633	-0.173968425181089	-1.67973689263871	-1.67973689263871	FALSE	3.01153693491524	0	3.01153693491524	2.97008084277716
RvY_16052-1	des	fast	slow	-3.79069161315152	-0.781690721411222	-2.28619116728137	-2.28619116728137	FALSE	3.0090008917403	0	3.0090008917403	3.6804266137302
RvY_04096-1	des	fast	slow	-4.4146168898077	-1.42615162708957	-2.92038425844864	-2.92038425844864	FALSE	2.98846526271813	1.77635683940025e-15	2.98846526271814	6.64395375428959
RvY_02061-1	des	fast	slow	2.79490609756289	-0.18626517935998	1.30432045910146	1.30432045910146	TRUE	2.98117127692287	4.44089209850063e-16	2.98117127692287	5.38733860800978
RvY_03856-1	des	fast	slow	-4.30319355293358	-1.33762940492455	-2.82041147892906	-2.82041147892906	FALSE	2.96556414800904	0	2.96556414800904	5.28196828826838
RvY_15265-1	des	fast	slow	-4.37849312053401	-1.4159991491752	-2.89724613485461	-2.89724613485461	FALSE	2.96249397135882	0	2.96249397135882	3.73545655198812
RvY_06940-1	des	fast	slow	-4.27660602809797	-1.33544629374054	-2.80602616091926	-2.80602616091926	FALSE	2.94115973435743	4.44089209850063e-16	2.94115973435743	3.61029676673333
RvY_12643	des	fast	slow	2.9710300541762	0.0333932746067269	1.50221166439146	1.50221166439146	FALSE	2.93763677956947	0	2.93763677956947	6.15564094642509
RvY_06142-1	des	fast	slow	3.44586991916954	0.514218420581445	1.98004416987549	1.98004416987549	FALSE	2.9316514985881	8.88178419700125e-16	2.9316514985881	7.90014013972438
RvY_16240-1	des	fast	slow	-3.01586426741457	-0.170459754466796	-1.59316201094068	-1.59316201094068	FALSE	2.84540451294778	4.44089209850063e-16	2.84540451294778	2.07591425845435
RvY_13139-1	des	fast	slow	3.41133939664435	0.581058290703176	1.99619884367377	1.99619884367377	FALSE	2.83028110594118	0	2.83028110594118	14.6836894813879
RvY_13874-1	des	fast	slow	-2.35946951456585	0.466055148953609	-0.94670718280612	-0.94670718280612	TRUE	2.82552466351946	0	2.82552466351946	1.88924384383451
RvY_01057	des	fast	slow	2.51967708104177	-0.288552885316429	1.11556209786267	1.11556209786267	TRUE	2.8082299663582	0	2.8082299663582	5.42725277674022
RvY_16530-1	des	fast	slow	1.99635914983828	-0.80702717885872	0.59466598548978	0.594665985489779	TRUE	2.803386328697	8.88178419700125e-16	2.803386328697	0.796017477842254
RvY_04808-1	des	fast	slow	-3.50404835230315	-0.705258302585345	-2.10465332744425	-2.10465332744425	FALSE	2.79879004971781	1.33226762955019e-15	2.79879004971781	2.93256516322473
RvY_07361-1	des	fast	slow	-2.46859558018712	0.329802637190642	-1.06939647149824	-1.06939647149824	TRUE	2.79839821737777	1.33226762955019e-15	2.79839821737777	2.06673094225669
RvY_18665-1	des	fast	slow	-3.27525404392848	-0.482958628491758	-1.87910633621012	-1.87910633621012	FALSE	2.79229541543673	0	2.79229541543673	2.9129182711718
RvY_09459-1	des	fast	slow	-2.82289572899811	-0.0341127481099637	-1.42850423855404	-1.42850423855404	FALSE	2.78878298088815	0	2.78878298088815	2.77169306579132
RvY_14916	des	fast	slow	-3.02902154954653	-0.248584796572526	-1.63880317305953	-1.63880317305953	FALSE	2.780436752974	8.88178419700125e-16	2.780436752974	2.77741011653197
RvY_17029-1	des	fast	slow	-2.93110767286067	-0.155635312422922	-1.5433714926418	-1.5433714926418	FALSE	2.77547236043775	8.88178419700125e-16	2.77547236043775	1.68159786155016
RvY_13436-1	des	fast	slow	-0.688935556976182	2.0860668263502	0.698565634687009	0.698565634687008	TRUE	2.77500238332638	8.88178419700125e-16	2.77500238332638	4.2705368422556
RvY_15580-1	des	fast	slow	-3.11289661142173	-0.342216324248044	-1.72755646783489	-1.72755646783489	FALSE	2.77068028717368	8.88178419700125e-16	2.77068028717369	2.40770974591795
RvY_03288-1	des	fast	slow	-3.49102585010845	-0.721571566394594	-2.10629870825152	-2.10629870825152	FALSE	2.76945428371385	4.44089209850063e-16	2.76945428371385	3.03260507767224
RvY_01260	des	fast	slow	3.31888250466191	0.551118581318766	1.93500054299034	1.93500054299034	FALSE	2.76776392334314	1.33226762955019e-15	2.76776392334314	15.6513406743618
RvY_06740-1	des	fast	slow	-1.1187841150402	-3.88006242165879	-2.4994232683495	-2.4994232683495	FALSE	2.76127830661859	8.88178419700125e-16	2.76127830661859	3.37911186552135
RvY_12965-1	des	fast	slow	3.32594390029598	0.566228820475244	1.94608636038561	1.94608636038561	FALSE	2.75971507982073	4.44089209850063e-16	2.75971507982073	8.64679446361859
RvY_06718-1	des	fast	slow	-3.70443776913876	-0.945693586355667	-2.32506567774721	-2.32506567774721	FALSE	2.75874418278309	0	2.75874418278309	2.7931745980217
RvY_15678	des	fast	slow	3.64816287135583	0.901248708906993	2.27470579013141	2.27470579013141	FALSE	2.74691416244883	8.88178419700125e-16	2.74691416244883	4.83503354635378
RvY_12295-1	des	fast	slow	-3.13123092828515	-0.385470219274444	-1.7583505737798	-1.7583505737798	FALSE	2.7457607090107	0	2.7457607090107	3.32907636847696
RvY_09625-1	des	fast	slow	3.37423241391316	0.632405920874149	2.00331916739365	2.00331916739365	FALSE	2.74182649303901	1.77635683940025e-15	2.74182649303901	16.952282322836
RvY_01074-1	des	fast	slow	3.06321459841242	0.322484308540435	1.69284945347643	1.69284945347643	FALSE	2.74073028987199	8.88178419700125e-16	2.74073028987199	11.21708367448
RvY_10215-1	des	fast	slow	-3.53684963024458	-0.799287913301243	-2.16806877177291	-2.16806877177291	FALSE	2.73756171694333	4.44089209850063e-16	2.73756171694333	2.96620691959954
RvY_15085-1	des	fast	slow	-3.36582932135324	-0.630340046506148	-1.9980846839297	-1.9980846839297	FALSE	2.7354892748471	0	2.7354892748471	2.96447401515827
RvY_14264-1	des	fast	slow	-3.47733175562694	-0.751354625176457	-2.1143431904017	-2.1143431904017	FALSE	2.72597713045049	8.88178419700125e-16	2.72597713045049	4.19640173651223
RvY_12766-1	des	fast	slow	-3.67830625414736	-0.961553280050776	-2.31992976709906	-2.31992976709907	FALSE	2.71675297409658	1.77635683940025e-15	2.71675297409658	4.09192779845046
RvY_02629-1	des	fast	slow	-2.38378586542543	0.325872545758108	-1.02895665983366	-1.02895665983366	TRUE	2.70965841118354	0	2.70965841118354	4.15225270884995
RvY_08224-1	des	fast	slow	-3.48777623786629	-0.78715895650071	-2.1374675971835	-2.1374675971835	FALSE	2.70061728136558	8.88178419700125e-16	2.70061728136558	2.76483497968011
RvY_05556-1	des	fast	slow	3.2377204626446	0.540808863883873	1.88926466326424	1.88926466326424	FALSE	2.69691159876073	4.44089209850063e-16	2.69691159876073	10.9737082917836
RvY_06655-1	des	fast	slow	-1.89037955998407	0.803330996047423	-0.543524281968322	-0.543524281968322	TRUE	2.69371055603149	0	2.69371055603149	3.32130594442257
RvY_03835-1	des	fast	slow	-2.60679085669371	0.0860002688260257	-1.26039529393384	-1.26039529393384	TRUE	2.69279112551974	4.44089209850063e-16	2.69279112551974	1.33549796006943
RvY_15081-1	des	fast	slow	-4.09247378676336	-1.40021409473697	-2.74634394075016	-2.74634394075016	FALSE	2.69225969202639	4.44089209850063e-16	2.6922596920264	3.53199009491992
RvY_17171-1	des	fast	slow	3.5251785089977	0.834764247880537	2.17997137843912	2.17997137843912	FALSE	2.69041426111716	0	2.69041426111716	9.77175474816236
RvY_12747-1	des	fast	slow	-3.33833765965555	-0.650282188267941	-1.99430992396174	-1.99430992396174	FALSE	2.68805547138761	8.88178419700125e-16	2.68805547138761	3.26019379622864
RvY_16795	des	fast	slow	-4.13049539448165	-1.44722417643901	-2.78885978546033	-2.78885978546033	FALSE	2.68327121804264	8.88178419700125e-16	2.68327121804264	5.19379626910518
RvY_12070-1	des	fast	slow	-2.97476673103855	-0.294760219880445	-1.6347634754595	-1.6347634754595	FALSE	2.68000651115811	0	2.68000651115811	3.21354354041283
RvY_12468-1	des	fast	slow	-1.05037093633424	1.62857108103729	0.289100072351522	0.289100072351522	TRUE	2.67894201737153	0	2.67894201737153	2.37821991465263
RvY_17873-1	des	fast	slow	3.20674984268443	0.568933032724711	1.88784143770457	1.88784143770457	FALSE	2.63781680995971	8.88178419700125e-16	2.63781680995972	7.91956362631725
RvY_12291-1	des	fast	slow	-2.89952612329388	-0.265289242043131	-1.5824076826685	-1.5824076826685	FALSE	2.63423688125075	8.88178419700125e-16	2.63423688125075	1.94362860458342
RvY_07087-1	des	fast	slow	3.07325944119787	0.441047733337459	1.75715358726766	1.75715358726766	FALSE	2.63221170786041	4.44089209850063e-16	2.63221170786041	12.4187112400388
RvY_17922	des	fast	slow	-2.519096623775	0.113025616322979	-1.20303550372601	-1.20303550372601	TRUE	2.63212224009798	0	2.63212224009798	1.80595975509321
RvY_17107-1	des	fast	slow	-3.74473102234607	-1.12347830564209	-2.43410466399408	-2.43410466399408	FALSE	2.62125271670397	1.33226762955019e-15	2.62125271670397	3.91426904481197
RvY_17070-1	des	fast	slow	3.21502789543735	0.59479081781528	1.90490935662632	1.90490935662631	FALSE	2.62023707762207	2.22044604925031e-15	2.62023707762207	17.0601640389524
RvY_08992-1	des	fast	slow	-1.94265149073548	0.671559943129864	-0.635545773802807	-0.635545773802808	TRUE	2.61421143386534	8.88178419700125e-16	2.61421143386535	0.710397975559533
RvY_10343-1	des	fast	slow	3.41742518607709	0.804287369938546	2.11085627800782	2.11085627800782	FALSE	2.61313781613854	1.33226762955019e-15	2.61313781613854	16.0845474026045
RvY_02816-1	des	fast	slow	-3.13442152881417	-0.522886327451868	-1.82865392813302	-1.82865392813302	FALSE	2.6115352013623	8.88178419700125e-16	2.6115352013623	3.48267276903655
RvY_01407-4	des	fast	slow	-2.47964992492504	0.129750032667531	-1.17494994612876	-1.17494994612876	TRUE	2.60939995759257	8.88178419700125e-16	2.60939995759258	1.07625834642424
RvY_12467-1	des	fast	slow	-1.26920662557694	1.33813404987895	0.0344637121510063	0.0344637121510063	TRUE	2.60734067545589	0	2.60734067545589	2.54400172203404
RvY_13902	des	fast	slow	-3.17028662345216	-0.564823219025714	-1.86755492123894	-1.86755492123894	FALSE	2.60546340442645	8.88178419700125e-16	2.60546340442645	2.66688071899896
RvY_08662	des	fast	slow	-1.28279345659259	1.32218513918465	0.0196958412960289	0.0196958412960289	TRUE	2.60497859577725	0	2.60497859577725	1.06147817813499
RvY_13931-1	des	fast	slow	-2.74564885484079	-0.144573048541634	-1.44511095169121	-1.44511095169121	FALSE	2.60107580629916	8.88178419700125e-16	2.60107580629916	1.49256604979323
RvY_12479	des	fast	slow	1.78591949460841	-0.814458623217098	0.485730435695659	0.485730435695658	TRUE	2.60037811782551	8.88178419700125e-16	2.60037811782551	2.86795690718038
RvY_03998-1	des	fast	slow	-0.721470857809594	-3.31765203939727	-2.01956144860343	-2.01956144860343	FALSE	2.59618118158768	4.44089209850063e-16	2.59618118158768	2.20545617834018
RvY_12410-1	des	fast	slow	-3.32757695038289	-0.734122521334826	-2.03084973585886	-2.03084973585886	FALSE	2.59345442904806	0	2.59345442904806	2.56894640139806
RvY_03728-1	des	fast	slow	-3.44410198197456	-0.853149252748754	-2.14862561736166	-2.14862561736166	FALSE	2.5909527292258	4.44089209850063e-16	2.5909527292258	3.11644866638817
RvY_01462-1	des	fast	slow	0.344894843755313	2.93546394478612	1.64017939427071	1.64017939427071	FALSE	2.5905691010308	0	2.5905691010308	1.97968405196038
RvY_17491-1	des	fast	slow	-3.56839640693599	-0.979909930352596	-2.27415316864429	-2.27415316864429	FALSE	2.5884864765834	8.88178419700125e-16	2.5884864765834	4.328264108631
RvY_07879-1	des	fast	slow	-2.53292932078754	0.0514853652441065	-1.24072197777172	-1.24072197777172	TRUE	2.58441468603165	0	2.58441468603165	1.52304865137208
RvY_04203-1	des	fast	slow	-3.98757169214511	-1.40424472921452	-2.69590821067981	-2.69590821067981	FALSE	2.58332696293059	0	2.58332696293059	4.74641496557712
RvY_16041	des	fast	slow	-3.42041549257568	-0.840444379044683	-2.13042993581018	-2.13042993581018	FALSE	2.579971113531	4.44089209850063e-16	2.579971113531	2.76454933495095
RvY_14812-1	des	fast	slow	2.25248233800125	-0.325922167640799	0.963280085180223	0.963280085180223	TRUE	2.57840450564205	4.44089209850063e-16	2.57840450564205	4.56445685765731
RvY_00667-1	des	fast	slow	-3.25688456325279	-0.68030312415587	-1.96859384370433	-1.96859384370433	FALSE	2.57658143909692	4.44089209850063e-16	2.57658143909692	3.75189198879885
RvY_07903-1	des	fast	slow	-2.36891654572314	0.204923474825735	-1.0819965354487	-1.0819965354487	TRUE	2.57384002054888	8.88178419700125e-16	2.57384002054888	1.56274624270349
RvY_11763-1	des	fast	slow	-3.50132632322243	-0.927945320000972	-2.2146358216117	-2.2146358216117	FALSE	2.57338100322146	8.88178419700125e-16	2.57338100322146	2.94746709397981
RvY_03237-1	des	fast	slow	-3.54694596903234	-0.989877747260614	-2.26841185814648	-2.26841185814648	FALSE	2.55706822177173	1.77635683940025e-15	2.55706822177173	2.74541834052374
RvY_10577-1	des	fast	slow	-3.28944372486338	-0.736991505318972	-2.01321761509118	-2.01321761509118	FALSE	2.55245221954441	0	2.55245221954441	4.24952033531853
RvY_06939-1	des	fast	slow	-3.70043595330004	-1.14946681720121	-2.42495138525063	-2.42495138525063	FALSE	2.55096913609883	1.33226762955019e-15	2.55096913609883	3.2761461336547
