n_features	n_sign_flip	frac_sign_flip	median_hetero_gap	median_discordance	median_instability	cor_instability_vs_var
15187	4860	0.320010535326266	0.391937694175023	4.44089209850063e-16	0.391937694175023	0.535117607391137
