gene	abs_delta_pool	instability_score	masked_rank_score
RvY_06540-1	0.0271045718848661	2.51539484112141	2.48829026923654
RvY_14133	0.0286955170327365	2.59927719648901	2.57058167945627
RvY_14730-1	0.0560235148508808	2.63613368160566	2.58011016675478
