term	estimate	std.error	statistic	p.value	conf.low	conf.high	term_clean	odds_ratio	or_low	or_high
instability_score	3.15942994416508	0.130120677519277	24.2807677027122	3.13007503216211e-130	2.90885936209246	3.41925394597735	Instability	23.557163202392	18.3358720437731	30.5466170913048
var_proxy	-0.653650950656329	0.228701403954148	-2.85809767388825	0.00426189182518089	-1.12026399307102	-0.223345115107655	Variance	0.520143288448452	0.326193670386648	0.799838765215337
